"","game.id","outcome","abbrvs","conference","name","pts","rank"
"979",490,"l","CIN","Big East","Cincinnati",23,21
"980",490,"w","TOL","Mid-American","Toledo",29,26
"981",491,"l","FIU","Sun Belt","Florida International",37,26
"982",491,"w","TROY","Sun Belt","Troy",38,26
"983",492,"l","RICE","Conference USA","Rice",24,26
"984",492,"w","TULSA","Conference USA","Tulsa",28,26
"985",493,"l","NMSU","Western Athletic","New Mexico State",7,26
"986",493,"w","UTST","Western Athletic","Utah State",41,26
"987",494,"l","AUB","Southeastern","Auburn",13,26
"988",494,"w","VAN","Southeastern","Vanderbilt",17,26
"989",495,"l","UVA","Atlantic Coast","Virginia",10,26
"990",495,"w","WAKE","Atlantic Coast","Wake Forest",16,26
"991",496,"l","MINN","Big Ten","Minnesota",13,26
"992",496,"w","WIS","Big Ten","Wisconsin",38,26
"993",497,"l","LA-L","Sun Belt","Louisiana-Lafayette",27,26
"994",497,"w","ARKST","Sun Belt","Arkansas State",50,26
"995",498,"l","WAKE","Atlantic Coast","Wake Forest",13,26
"996",498,"w","CLEM","Atlantic Coast","Clemson",42,14
"997",499,"l","NEV","Mountain West","Nevada",31,26
"998",499,"w","AF","Mountain West","Air Force",48,26
"999",500,"l","CIN","Big East","Cincinnati",31,26
"1000",500,"w","LOU","Big East","Louisville",34,16
"1001",501,"l","MISS ST","Southeastern","Mississippi State",7,13
"1002",501,"w","BAMA","Southeastern","Alabama",38,1
"1003",502,"l","USC","Pac-12","Southern California",36,10
"1004",502,"w","ARI","Pac-12","Arizona",39,26
"1005",503,"l","ARMY","Independent","Army",22,26
"1006",503,"w","BALL","Mid-American","Ball State",30,26
"1007",504,"l","WYO","Mountain West","Wyoming",14,26
"1008",504,"w","BST","Mountain West","Boise State",45,21
"1009",505,"l","MARY","Atlantic Coast","Maryland",17,26
"1010",505,"w","BC","Atlantic Coast","Boston College",20,26
"1011",506,"l","EMU","Mid-American","Eastern Michigan",3,26
"1012",506,"w","BG","Mid-American","Bowling Green State",24,26
"1013",507,"l","GT","Atlantic Coast","Georgia Tech",17,26
"1014",507,"w","BYU","Independent","Brigham Young",41,26
"1015",508,"l","MAR ","Conference USA","Marshall",17,26
"1016",508,"w","UCF","Conference USA","Central Florida",54,26
"1017",509,"l","AKRON","Mid-American","Akron",14,26
"1018",509,"w","CMU","Mid-American","Central Michigan",35,26
"1019",510,"l","HAW","Mountain West","Hawaii",27,26
"1020",510,"w","COLS","Mountain West","Colorado State",42,26
"1021",511,"l","TROY","Sun Belt","Troy",27,26
"1022",511,"w","FAU","Sun Belt","Florida Atlantic",34,26
"1023",512,"l","DUKE","Atlantic Coast","Duke",7,26
"1024",512,"w","FSU","Atlantic Coast","Florida State",48,11
"1025",513,"l","NM","Mountain West","New Mexico",32,26
"1026",513,"w","FRES","Mountain West","Fresno State",49,26
"1027",514,"l","UF","Southeastern","Florida",9,3
"1028",514,"w","UGA","Southeastern","Georgia",17,12
"1029",515,"l","UT-EP","Conference USA","Texas-El Paso",35,26
"1030",515,"w","HOU","Conference USA","Houston",45,26
"1031",516,"l","IL","Big Ten","Illinois",17,26
"1032",516,"w","IND","Big Ten","Indiana",31,26
"1033",517,"l","BAY","Big 12","Baylor",21,26
"1034",517,"w","ISU","Big 12","Iowa State",35,26
"1035",518,"l","TTU","Big 12","Texas Tech",24,15
"1036",518,"w","KSU","Big 12","Kansas State",55,4
"1037",519,"l","RUT","Big East","Rutgers",23,18
"1038",519,"w","KENT","Mid-American","Kent State",35,26
"1039",520,"l","NMSU","Western Athletic","New Mexico State",14,26
"1040",520,"w","LTU","Western Athletic","Louisiana Tech",28,24
"1041",521,"l","SOBAMA","Sun Belt","South Alabama",24,26
"1042",521,"w","LA-M","Sun Belt","Louisiana-Monroe",38,26
"1043",522,"l","OHIO","Mid-American","Ohio",20,23
"1044",522,"w","MIA-O","Mid-American","Miami OH",23,26
"1045",523,"l","WIS","Big Ten","Wisconsin",13,26
"1046",523,"w","MSU","Big Ten","Michigan State",16,26
"1047",524,"l","NTEX","Sun Belt","North Texas",21,26
"1048",524,"w","MTSU","Sun Belt","Middle Tennessee State",38,26
"1049",525,"l","PUR","Big Ten","Purdue",28,26
"1050",525,"w","MINN","Big Ten","Minnesota",44,26
"1051",526,"l","ARK","Southeastern","Arkansas",27,26
"1052",526,"w","OLE","Southeastern","Mississippi",30,26
"1053",527,"l","UK","Southeastern","Kentucky",10,26
"1054",527,"w","MIZZ","Southeastern","Missouri",33,26
"1055",528,"l","ECU","Conference USA","East Carolina",28,26
"1056",528,"w","NAVY","Independent","Navy",56,26
"1057",529,"l","MICH","Big Ten","Michigan",9,20
"1058",529,"w","NEB","Big Ten","Nebraska",23,26
"1059",530,"l","NCST","Atlantic Coast","North Carolina State",35,26
"1060",530,"w","UNC","Atlantic Coast","North Carolina",43,26
"1061",531,"l","WMU","Mid-American","Western Michigan",34,26
"1062",531,"w","NIU","Mid-American","Northern Illinois",48,26
"1063",532,"l","IOWA","Big Ten","Iowa",17,26
"1064",532,"w","NU","Big Ten","Northwestern",28,26
"1065",533,"l","OU","Big 12","Oklahoma",13,8
"1066",533,"w","ND","Independent","Notre Dame",30,5
"1067",534,"l","PENN","Big Ten","Penn State",23,26
"1068",534,"w","OSU","Big Ten","Ohio State",35,9
"1069",535,"l","TCU","Big 12","Texas Christian",14,26
"1070",535,"w","OKST","Big 12","Oklahoma State",36,26
"1071",536,"l","COL","Pac-12","Colorado",14,26
"1072",536,"w","ORE","Pac-12","Oregon",70,2
"1073",537,"l","TEM","Big East","Temple",17,26
"1074",537,"w","PITT","Big East","Pittsburgh",47,26
"1075",538,"l","SO MISS","Conference USA","Southern Mississippi",17,26
"1076",538,"w","RICE","Conference USA","Rice",44,26
"1077",539,"l","UNLV","Mountain West","Nevada-Las Vegas",13,26
"1078",539,"w","SDSU","Mountain West","San Diego State",24,26
"1079",540,"l","TEXST","Western Athletic","Texas State",20,26
"1080",540,"w","SJSU","Western Athletic","San Jose State",31,26
"1081",541,"l","TEN","Southeastern","Tennessee",35,26
"1082",541,"w","SC","Southeastern","South Carolina",38,17
"1083",542,"l","MEM","Conference USA","Memphis",13,26
"1084",542,"w","SMU","Conference USA","Southern Methodist",44,26
"1085",543,"l","WSU","Pac-12","Washington State",17,26
"1086",543,"w","STAN","Pac-12","Stanford",24,19
"1087",544,"l","SFU","Big East","South Florida",36,26
"1088",544,"w","SYR","Big East","Syracuse",37,26
"1089",545,"l","KU","Big 12","Kansas",17,26
"1090",545,"w","TEX","Big 12","Texas",21,26
"1091",546,"l","AUB","Southeastern","Auburn",21,26
"1092",546,"w","TAMU","Southeastern","Texas A&M",63,22
"1093",547,"l","BUF","Mid-American","Buffalo",20,26
"1094",547,"w","TOL","Mid-American","Toledo",25,26
"1095",548,"l","UAB","Conference USA","Alabama-Birmingham",45,26
"1096",548,"w","TULA","Conference USA","Tulane",55,26
"1097",549,"l","ASU","Pac-12","Arizona State",43,26
"1098",549,"w","UCLA","Pac-12","UCLA",45,26
"1099",550,"l","CAL","Pac-12","California",27,26
"1100",550,"w","UTAH","Pac-12","Utah",49,26
"1101",551,"l","UTSA","Western Athletic","Texas-San Antonio",17,26
"1102",551,"w","UTST","Western Athletic","Utah State",48,26
"1103",552,"l","UMASS","Mid-American","Massachusetts",7,26
"1104",552,"w","VAN","Southeastern","Vanderbilt",49,26
"1105",553,"l","ORST","Pac-12","Oregon State",17,7
"1106",553,"w","WASH","Pac-12","Washington",20,26
"1107",554,"l","FIU","Sun Belt","Florida International",6,26
"1108",554,"w","WKU","Sun Belt","Western Kentucky",14,26
"1109",555,"l","VT","Atlantic Coast","Virginia Tech",12,26
"1110",555,"w","MIA","Atlantic Coast","Miami FL",30,26
"1111",556,"l","WKU","Sun Belt","Western Kentucky",29,26
"1112",556,"w","MTSU","Sun Belt","Middle Tennessee State",34,26
"1113",557,"l","EMU","Mid-American","Eastern Michigan",14,26
"1114",557,"w","OHIO","Mid-American","Ohio",45,26
"1115",558,"l","CAL","Pac-12","California",13,26
"1116",558,"w","WASH","Pac-12","Washington",21,26
"1117",559,"l","LSU","Southeastern","Louisiana State",17,5
"1118",559,"w","BAMA","Southeastern","Alabama",21,1
"1119",560,"l","SO MISS","Conference USA","Southern Mississippi",19,26
"1120",560,"w","UAB","Conference USA","Alabama-Birmingham",27,26
"1121",561,"l","TULSA","Conference USA","Tulsa",15,26
"1122",561,"w","ARK","Southeastern","Arkansas",19,26
"1123",562,"l","NTEX","Sun Belt","North Texas",19,26
"1124",562,"w","ARKST","Sun Belt","Arkansas State",37,26
"1125",563,"l","AF","Mountain West","Air Force",21,26
"1126",563,"w","ARMY","Independent","Army",41,26
"1127",564,"l","NMSU","Western Athletic","New Mexico State",7,26
"1128",564,"w","AUB","Southeastern","Auburn",42,26
"1129",565,"l","KU","Big 12","Kansas",14,26
"1130",565,"w","BAY","Big 12","Baylor",41,26
"1131",566,"l","MIA-O","Mid-American","Miami OH",24,26
"1132",566,"w","BUF","Mid-American","Buffalo",27,26
"1133",567,"l","SMU","Conference USA","Southern Methodist",17,26
"1134",567,"w","UCF","Conference USA","Central Florida",42,26
"1135",568,"l","SYR","Big East","Syracuse",24,26
"1136",568,"w","CIN","Big East","Cincinnati",35,26
"1137",569,"l","DUKE","Atlantic Coast","Duke",20,26
"1138",569,"w","CLEM","Atlantic Coast","Clemson",56,10
"1139",570,"l","HOU","Conference USA","Houston",28,26
"1140",570,"w","ECU","Conference USA","East Carolina",48,26
"1141",571,"l","MIZZ","Southeastern","Missouri",7,26
"1142",571,"w","UF","Southeastern","Florida",14,8
"1143",572,"l","SOBAMA","Sun Belt","South Alabama",20,26
"1144",572,"w","FIU","Sun Belt","Florida International",28,26
"1145",573,"l","HAW","Mountain West","Hawaii",10,26
"1146",573,"w","FRES","Mountain West","Fresno State",45,26
"1147",574,"l","OLE","Southeastern","Mississippi",10,26
"1148",574,"w","UGA","Southeastern","Georgia",37,7
"1149",575,"l","MARY","Atlantic Coast","Maryland",13,26
"1150",575,"w","GT","Atlantic Coast","Georgia Tech",33,26
"1151",576,"l","IOWA","Big Ten","Iowa",21,26
"1152",576,"w","IND","Big Ten","Indiana",24,26
"1153",577,"l","OKST","Big 12","Oklahoma State",30,26
"1154",577,"w","KSU","Big 12","Kansas State",44,3
"1155",578,"l","AKRON","Mid-American","Akron",24,26
"1156",578,"w","KENT","Mid-American","Kent State",35,26
"1157",579,"l","UTSA","Western Athletic","Texas-San Antonio",27,26
"1158",579,"w","LTU","Western Athletic","Louisiana Tech",51,22
"1159",580,"l","LA-M","Sun Belt","Louisiana-Monroe",24,26
"1160",580,"w","LA-L","Sun Belt","Louisiana-Lafayette",40,26
"1161",581,"l","TEM","Big East","Temple",17,26
"1162",581,"w","LOU","Big East","Louisville",45,12
"1163",582,"l","MEM","Conference USA","Memphis",28,26
"1164",582,"w","MAR ","Conference USA","Marshall",38,26
"1165",583,"l","MINN","Big Ten","Minnesota",13,26
"1166",583,"w","MICH","Big Ten","Michigan",35,26
"1167",584,"l","FAU","Sun Belt","Florida Atlantic",17,26
"1168",584,"w","NAVY","Independent","Navy",24,26
"1169",585,"l","MSU","Big Ten","Michigan State",24,26
"1170",585,"w","NEB","Big Ten","Nebraska",28,21
"1171",586,"l","NM","Mountain West","New Mexico",7,26
"1172",586,"w","UNLV","Mountain West","Nevada-Las Vegas",35,26
"1173",587,"l","UMASS","Mid-American","Massachusetts",0,26
"1174",587,"w","NIU","Mid-American","Northern Illinois",63,26
"1175",588,"l","PITT","Big East","Pittsburgh",26,26
"1176",588,"w","ND","Independent","Notre Dame",29,4
"1177",589,"l","IL","Big Ten","Illinois",22,26
"1178",589,"w","OSU","Big Ten","Ohio State",52,6
"1179",590,"l","ISU","Big 12","Iowa State",20,26
"1180",590,"w","OU","Big 12","Oklahoma",35,14
"1181",591,"l","USC","Pac-12","Southern California",51,18
"1182",591,"w","ORE","Pac-12","Oregon",62,2
"1183",592,"l","ASU","Pac-12","Arizona State",26,26
"1184",592,"w","ORST","Pac-12","Oregon State",36,13
"1185",593,"l","PUR","Big Ten","Purdue",9,26
"1186",593,"w","PENN","Big Ten","Penn State",34,26
"1187",594,"l","TULA","Conference USA","Tulane",47,26
"1188",594,"w","RICE","Conference USA","Rice",49,26
"1189",595,"l","BST","Mountain West","Boise State",19,19
"1190",595,"w","SDSU","Mountain West","San Diego State",21,26
"1191",596,"l","ID","Western Athletic","Idaho",13,26
"1192",596,"w","SJSU","Western Athletic","San Jose State",42,26
"1193",597,"l","UCONN","Big East","Connecticut",6,26
"1194",597,"w","SFU","Big East","South Florida",13,26
"1195",598,"l","COL","Pac-12","Colorado",0,26
"1196",598,"w","STAN","Pac-12","Stanford",48,15
"1197",599,"l","TROY","Sun Belt","Troy",48,26
"1198",599,"w","TEN","Southeastern","Tennessee",55,26
"1199",600,"l","TTU","Big 12","Texas Tech",22,20
"1200",600,"w","TEX","Big 12","Texas",31,26
"1201",601,"l","MISS ST","Southeastern","Mississippi State",13,17
"1202",601,"w","TAMU","Southeastern","Texas A&M",38,16
"1203",602,"l","WV","Big 12","West Virginia",38,23
"1204",602,"w","TCU","Big 12","Texas Christian",39,26
"1205",603,"l","ARI","Pac-12","Arizona",10,24
"1206",603,"w","UCLA","Pac-12","UCLA",66,25
"1207",604,"l","WSU","Pac-12","Washington State",6,26
"1208",604,"w","UTAH","Pac-12","Utah",49,26
"1209",605,"l","TEXST","Western Athletic","Texas State",7,26
"1210",605,"w","UTST","Western Athletic","Utah State",38,26
"1211",606,"l","UK","Southeastern","Kentucky",0,26
"1212",606,"w","VAN","Southeastern","Vanderbilt",40,26
"1213",607,"l","NCST","Atlantic Coast","North Carolina State",6,26
"1214",607,"w","UVA","Atlantic Coast","Virginia",33,26
"1215",608,"l","BC","Atlantic Coast","Boston College",14,26
"1216",608,"w","WAKE","Atlantic Coast","Wake Forest",28,26
"1217",609,"l","CMU","Mid-American","Central Michigan",31,26
"1218",609,"w","WMU","Mid-American","Western Michigan",42,26
"1219",610,"l","COLS","Mountain West","Colorado State",31,26
"1220",610,"w","WYO","Mountain West","Wyoming",45,26
"1221",611,"l","TOL","Mid-American","Toledo",27,23
"1222",611,"w","BALL","Mid-American","Ball State",34,26
"1223",612,"l","OHIO","Mid-American","Ohio",14,26
"1224",612,"w","BG","Mid-American","Bowling Green State",26,26
"1225",613,"l","LA-M","Sun Belt","Louisiana-Monroe",23,26
"1226",613,"w","ARKST","Sun Belt","Arkansas State",45,26
"1227",614,"l","VT","Atlantic Coast","Virginia Tech",22,26
"1228",614,"w","FSU","Atlantic Coast","Florida State",28,8
"1229",615,"l","PITT","Big East","Pittsburgh",17,26
"1230",615,"w","UCONN","Big East","Connecticut",24,26
"1231",616,"l","MAR ","Conference USA","Marshall",31,26
"1232",616,"w","UAB","Conference USA","Alabama-Birmingham",38,26
"1233",617,"l","COL","Pac-12","Colorado",31,26
"1234",617,"w","ARI","Pac-12","Arizona",56,26
"1235",618,"l","HAW","Mountain West","Hawaii",14,26
"1236",618,"w","BST","Mountain West","Boise State",49,26
"1237",619,"l","ID","Western Athletic","Idaho",13,26
"1238",619,"w","BYU","Independent","Brigham Young",52,26
"1239",620,"l","WMU","Mid-American","Western Michigan",24,26
"1240",620,"w","BUF","Mid-American","Buffalo",29,26
"1241",621,"l","UT-EP","Conference USA","Texas-El Paso",24,26
"1242",621,"w","UCF","Conference USA","Central Florida",31,26
"1243",622,"l","EMU","Mid-American","Eastern Michigan",31,26
"1244",622,"w","CMU","Mid-American","Central Michigan",34,26
"1245",623,"l","TEM","Big East","Temple",10,26
"1246",623,"w","CIN","Big East","Cincinnati",34,26
"1247",624,"l","MARY","Atlantic Coast","Maryland",10,26
"1248",624,"w","CLEM","Atlantic Coast","Clemson",45,10
"1249",625,"l","UNLV","Mountain West","Nevada-Las Vegas",11,26
"1250",625,"w","COLS","Mountain West","Colorado State",33,26
"1251",626,"l","LA-L","Sun Belt","Louisiana-Lafayette",20,26
"1252",626,"w","UF","Southeastern","Florida",27,7
"1253",627,"l","WKU","Sun Belt","Western Kentucky",28,26
"1254",627,"w","FAU","Sun Belt","Florida Atlantic",37,26
"1255",628,"l","NEV","Mountain West","Nevada",36,26
"1256",628,"w","FRES","Mountain West","Fresno State",52,26
"1257",629,"l","AUB","Southeastern","Auburn",0,26
"1258",629,"w","UGA","Southeastern","Georgia",38,5
"1259",630,"l","UNC","Atlantic Coast","North Carolina",50,26
"1260",630,"w","GT","Atlantic Coast","Georgia Tech",68,26
"1261",631,"l","TCU","Big 12","Texas Christian",10,26
"1262",631,"w","KSU","Big 12","Kansas State",23,3
"1263",632,"l","MIA-O","Mid-American","Miami OH",32,26
"1264",632,"w","KENT","Mid-American","Kent State",48,26
"1265",633,"l","MISS ST","Southeastern","Mississippi State",17,22
"1266",633,"w","LSU","Southeastern","Louisiana State",37,9
"1267",634,"l","TEXST","Western Athletic","Texas State",55,26
"1268",634,"w","LTU","Western Athletic","Louisiana Tech",62,19
"1269",635,"l","AKRON","Mid-American","Akron",14,26
"1270",635,"w","UMASS","Mid-American","Massachusetts",22,26
"1271",636,"l","TULA","Conference USA","Tulane",23,26
"1272",636,"w","MEM","Conference USA","Memphis",37,26
"1273",637,"l","NU","Big Ten","Northwestern",31,26
"1274",637,"w","MICH","Big Ten","Michigan",38,26
"1275",638,"l","IL","Big Ten","Illinois",3,26
"1276",638,"w","MINN","Big Ten","Minnesota",17,26
"1277",639,"l","TEN","Southeastern","Tennessee",48,26
"1278",639,"w","MIZZ","Southeastern","Missouri",51,26
"1279",640,"l","PENN","Big Ten","Penn State",23,26
"1280",640,"w","NEB","Big Ten","Nebraska",32,18
"1281",641,"l","WAKE","Atlantic Coast","Wake Forest",6,26
"1282",641,"w","NCST","Atlantic Coast","North Carolina State",37,26
"1283",642,"l","SOBAMA","Sun Belt","South Alabama",14,26
"1284",642,"w","NTEX","Sun Belt","North Texas",24,26
"1285",643,"l","BC","Atlantic Coast","Boston College",6,26
"1286",643,"w","ND","Independent","Notre Dame",21,4
"1287",644,"l","BAY","Big 12","Baylor",34,26
"1288",644,"w","OU","Big 12","Oklahoma",42,14
"1289",645,"l","WV","Big 12","West Virginia",34,26
"1290",645,"w","OKST","Big 12","Oklahoma State",55,26
"1291",646,"l","CAL","Pac-12","California",17,26
"1292",646,"w","ORE","Pac-12","Oregon",59,2
"1293",647,"l","IOWA","Big Ten","Iowa",24,26
"1294",647,"w","PUR","Big Ten","Purdue",27,26
"1295",648,"l","ARMY","Independent","Army",7,26
"1296",648,"w","RUT","Big East","Rutgers",28,24
"1297",649,"l","AF","Mountain West","Air Force",9,26
"1298",649,"w","SDSU","Mountain West","San Diego State",28,26
"1299",650,"l","NMSU","Western Athletic","New Mexico State",7,26
"1300",650,"w","SJSU","Western Athletic","San Jose State",47,26
"1301",651,"l","ARK","Southeastern","Arkansas",20,26
"1302",651,"w","SC","Southeastern","South Carolina",38,12
"1303",652,"l","ASU","Pac-12","Arizona State",17,26
"1304",652,"w","USC","Pac-12","Southern California",38,21
"1305",653,"l","SO MISS","Conference USA","Southern Mississippi",6,26
"1306",653,"w","SMU","Conference USA","Southern Methodist",34,26
"1307",654,"l","ORST","Pac-12","Oregon State",23,13
"1308",654,"w","STAN","Pac-12","Stanford",27,16
"1309",655,"l","LOU","Big East","Louisville",26,11
"1310",655,"w","SYR","Big East","Syracuse",45,26
"1311",656,"l","ISU","Big 12","Iowa State",7,26
"1312",656,"w","TEX","Big 12","Texas",33,19
"1313",657,"l","BAMA","Southeastern","Alabama",24,1
"1314",657,"w","TAMU","Southeastern","Texas A&M",29,15
"1315",658,"l","KU","Big 12","Kansas",34,26
"1316",658,"w","TTU","Big 12","Texas Tech",41,25
"1317",659,"l","MCNST","FCS","McNeese State",24,26
"1318",659,"w","UTSA","Western Athletic","Texas-San Antonio",31,26
"1319",660,"l","NAVY","Independent","Navy",31,26
"1320",660,"w","TROY","Sun Belt","Troy",41,26
"1321",661,"l","HOU","Conference USA","Houston",7,26
"1322",661,"w","TULSA","Conference USA","Tulsa",41,26
"1323",662,"l","WSU","Pac-12","Washington State",36,26
"1324",662,"w","UCLA","Pac-12","UCLA",44,17
"1325",663,"l","OLE","Southeastern","Mississippi",26,26
"1326",663,"w","VAN","Southeastern","Vanderbilt",27,26
"1327",664,"l","MIA","Atlantic Coast","Miami FL",40,26
"1328",664,"w","UVA","Atlantic Coast","Virginia",41,26
"1329",665,"l","UTAH","Pac-12","Utah",15,26
"1330",665,"w","WASH","Pac-12","Washington",34,26
"1331",666,"l","IND","Big Ten","Indiana",14,26
"1332",666,"w","WIS","Big Ten","Wisconsin",62,26
"1333",667,"l","NM","Mountain West","New Mexico",23,26
"1334",667,"w","WYO","Mountain West","Wyoming",28,26
"1335",668,"l","OHIO","Mid-American","Ohio",27,26
"1336",668,"w","BALL","Mid-American","Ball State",52,26
"1337",669,"l","TOL","Mid-American","Toledo",24,26
"1338",669,"w","NIU","Mid-American","Northern Illinois",31,26
"1339",670,"l","UVA","Atlantic Coast","Virginia",13,26
"1340",670,"w","UNC","Atlantic Coast","North Carolina",37,26
"1341",671,"l","HAW","Mountain West","Hawaii",7,26
"1342",671,"w","AF","Mountain West","Air Force",21,26
"1343",672,"l","FAU","Sun Belt","Florida Atlantic",24,26
"1344",672,"w","FIU","Sun Belt","Florida International",34,26
"1345",673,"l","WCU","FCS","Western Carolina",0,26
"1346",673,"w","BAMA","Southeastern","Alabama",49,4
"1347",674,"l","UTAH","Pac-12","Utah",24,26
"1348",674,"w","ARI","Pac-12","Arizona",34,26
"1349",675,"l","WSU","Pac-12","Washington State",7,26
"1350",675,"w","ASU","Pac-12","Arizona State",46,26
"1351",676,"l","TROY","Sun Belt","Troy",34,26
"1352",676,"w","ARKST","Sun Belt","Arkansas State",41,26
"1353",677,"l","BAMA A&M","FCS","Alabama A&M",7,26
"1354",677,"w","AUB","Southeastern","Auburn",51,26
"1355",678,"l","KSU","Big 12","Kansas State",24,2
"1356",678,"w","BAY","Big 12","Baylor",52,26
"1357",679,"l","COLS","Mountain West","Colorado State",14,26
"1358",679,"w","BST","Mountain West","Boise State",42,26
"1359",680,"l","UMASS","Mid-American","Massachusetts",19,26
"1360",680,"w","BUF","Mid-American","Buffalo",29,26
"1361",681,"l","MIA-O","Mid-American","Miami OH",16,26
"1362",681,"w","CMU","Mid-American","Central Michigan",30,26
"1363",682,"l","NCST","Atlantic Coast","North Carolina State",48,26
"1364",682,"w","CLEM","Atlantic Coast","Clemson",62,11
"1365",683,"l","TULA","Conference USA","Tulane",23,26
"1366",683,"w","ECU","Conference USA","East Carolina",28,26
"1367",684,"l","WMU","Mid-American","Western Michigan",23,26
"1368",684,"w","EMU","Mid-American","Eastern Michigan",29,26
"1369",685,"l","JVILST","FCS","Jacksonville State",0,26
"1370",685,"w","UF","Southeastern","Florida",23,7
"1371",686,"l","MARY","Atlantic Coast","Maryland",14,26
"1372",686,"w","FSU","Atlantic Coast","Florida State",41,10
"1373",687,"l","GA SOU","FCS","Georgia Southern",14,26
"1374",687,"w","UGA","Southeastern","Georgia",45,5
"1375",688,"l","DUKE","Atlantic Coast","Duke",24,26
"1376",688,"w","GT","Atlantic Coast","Georgia Tech",42,26
"1377",689,"l","KU","Big 12","Kansas",23,26
"1378",689,"w","ISU","Big 12","Iowa State",51,26
"1379",690,"l","BG","Mid-American","Bowling Green State",24,26
"1380",690,"w","KENT","Mid-American","Kent State",31,25
"1381",691,"l","SAMF","FCS","Samford",3,26
"1382",691,"w","UK","Southeastern","Kentucky",34,26
"1383",692,"l","OLE","Southeastern","Mississippi",35,26
"1384",692,"w","LSU","Southeastern","Louisiana State",41,8
"1385",693,"l","WKU","Sun Belt","Western Kentucky",27,26
"1386",693,"w","LA-L","Sun Belt","Louisiana-Lafayette",31,26
"1387",694,"l","NTEX","Sun Belt","North Texas",16,26
"1388",694,"w","LA-M","Sun Belt","Louisiana-Monroe",42,26
"1389",695,"l","HOU","Conference USA","Houston",41,26
"1390",695,"w","MAR ","Conference USA","Marshall",44,26
"1391",696,"l","UAB","Conference USA","Alabama-Birmingham",9,26
"1392",696,"w","MEM","Conference USA","Memphis",46,26
"1393",697,"l","SFU","Big East","South Florida",9,26
"1394",697,"w","MIA","Atlantic Coast","Miami FL",40,26
"1395",698,"l","IOWA","Big Ten","Iowa",17,26
"1396",698,"w","MICH","Big Ten","Michigan",42,23
"1397",699,"l","SOBAMA","Sun Belt","South Alabama",12,26
"1398",699,"w","MTSU","Sun Belt","Middle Tennessee State",20,26
"1399",700,"l","ARK","Southeastern","Arkansas",14,26
"1400",700,"w","MISS ST","Southeastern","Mississippi State",45,26
"1401",701,"l","TEXST","Western Athletic","Texas State",10,26
"1402",701,"w","NAVY","Independent","Navy",21,26
"1403",702,"l","MINN","Big Ten","Minnesota",14,26
"1404",702,"w","NEB","Big Ten","Nebraska",38,16
"1405",703,"l","NM","Mountain West","New Mexico",24,26
"1406",703,"w","NEV","Mountain West","Nevada",31,26
"1407",704,"l","MSU","Big Ten","Michigan State",20,26
"1408",704,"w","NU","Big Ten","Northwestern",23,26
"1409",705,"l","WAKE","Atlantic Coast","Wake Forest",0,26
"1410",705,"w","ND","Independent","Notre Dame",38,3
"1411",706,"l","WIS","Big Ten","Wisconsin",14,26
"1412",706,"w","OSU","Big Ten","Ohio State",21,6
"1413",707,"l","WV","Big 12","West Virginia",49,26
"1414",707,"w","OU","Big 12","Oklahoma",50,13
"1415",708,"l","TTU","Big 12","Texas Tech",21,23
"1416",708,"w","OKST","Big 12","Oklahoma State",59,26
"1417",709,"l","CAL","Pac-12","California",14,26
"1418",709,"w","ORST","Pac-12","Oregon State",62,15
"1419",710,"l","IND","Big Ten","Indiana",22,26
"1420",710,"w","PENN","Big Ten","Penn State",45,26
"1421",711,"l","IL","Big Ten","Illinois",17,26
"1422",711,"w","PUR","Big Ten","Purdue",20,26
"1423",712,"l","SMU","Conference USA","Southern Methodist",20,26
"1424",712,"w","RICE","Conference USA","Rice",36,26
"1425",713,"l","CIN","Big East","Cincinnati",3,26
"1426",713,"w","RUT","Big East","Rutgers",10,22
"1427",714,"l","BYU","Independent","Brigham Young",14,26
"1428",714,"w","SJSU","Western Athletic","San Jose State",20,26
"1429",715,"l","WOFF","FCS","Wofford",7,26
"1430",715,"w","SC","Southeastern","South Carolina",24,12
"1431",716,"l","ORE","Pac-12","Oregon",14,1
"1432",716,"w","STAN","Pac-12","Stanford",17,14
"1433",717,"l","MIZZ","Southeastern","Missouri",27,26
"1434",717,"w","SYR","Big East","Syracuse",31,26
"1435",718,"l","ARMY","Independent","Army",32,26
"1436",718,"w","TEM","Big East","Temple",63,26
"1437",719,"l","SAMH","FCS","Sam Houston State",28,26
"1438",719,"w","TAMU","Southeastern","Texas A&M",47,9
"1439",720,"l","SO MISS","Conference USA","Southern Mississippi",33,26
"1440",720,"w","UT-EP","Conference USA","Texas-El Paso",34,26
"1441",721,"l","ID","Western Athletic","Idaho",27,26
"1442",721,"w","UTSA","Western Athletic","Texas-San Antonio",34,26
"1443",722,"l","UCF","Conference USA","Central Florida",21,26
"1444",722,"w","TULSA","Conference USA","Tulsa",23,26
"1445",723,"l","USC","Pac-12","Southern California",28,21
"1446",723,"w","UCLA","Pac-12","UCLA",38,17
"1447",724,"l","LTU","Western Athletic","Louisiana Tech",41,19
"1448",724,"w","UTST","Western Athletic","Utah State",48,26
"1449",725,"l","TEN","Southeastern","Tennessee",18,26
"1450",725,"w","VAN","Southeastern","Vanderbilt",41,26
"1451",726,"l","BC","Atlantic Coast","Boston College",23,26
"1452",726,"w","VT","Atlantic Coast","Virginia Tech",30,26
"1453",727,"l","COL","Pac-12","Colorado",3,26
"1454",727,"w","WASH","Pac-12","Washington",38,26
