"","game.id","w.id","l.id","week","w.conference","w.rank","w.name","w.abbrvs","w.pts","w.ptdiff","l.conference","l.rank","l.name","l.abbrvs","l.pts","l.ptdiff"
"447",447,8,193,8,"Pac-12",26,"Arizona","ARI",52,35,"Pac-12",26,"Washington","WASH",17,-35
"448",448,15,28,8,"Mid-American",26,"Ball State","BALL",41,11,"Mid-American",26,"Central Michigan","CMU",30,-11
"449",449,18,106,8,"Mountain West",24,"Boise State","BST",32,25,"Mountain West",26,"Nevada-Las Vegas","UNLV",7,-25
"450",450,20,88,8,"Mid-American",26,"Bowling Green State","BG",24,24,"Mid-American",26,"Massachusetts","UMASS",0,-24
"451",451,27,90,8,"Conference USA",26,"Central Florida","UCF",35,18,"Conference USA",26,"Memphis","MEM",17,-18
"452",452,33,190,8,"Atlantic Coast",14,"Clemson","CLEM",38,21,"Atlantic Coast",26,"Virginia Tech","VT",17,-21
"453",453,39,112,8,"Atlantic Coast",26,"Duke","DUKE",33,3,"Atlantic Coast",26,"North Carolina","UNC",30,-3
"454",454,40,5,8,"Conference USA",26,"East Carolina","ECU",42,7,"Conference USA",26,"Alabama-Birmingham","UAB",35,-7
"455",455,43,12,8,"Mid-American",26,"Eastern Michigan","EMU",48,10,"Independent",26,"Army","ARMY",38,-10
"456",456,46,148,8,"Southeastern",3,"Florida","UF",44,33,"Southeastern",9,"South Carolina","SC",11,-33
"457",457,50,91,8,"Atlantic Coast",12,"Florida State","FSU",33,13,"Atlantic Coast",26,"Miami FL","MIA",20,-13
"458",458,52,204,8,"Mountain West",26,"Fresno State","FRES",42,28,"Mountain West",26,"Wyoming","WYO",14,-28
"459",459,55,77,8,"Southeastern",13,"Georgia","UGA",29,5,"Southeastern",26,"Kentucky","UK",24,-5
"460",460,58,19,8,"Atlantic Coast",26,"Georgia Tech","GT",37,20,"Atlantic Coast",26,"Boston College","BC",17,-20
"461",461,75,196,8,"Big 12",4,"Kansas State","KSU",55,41,"Big 12",17,"West Virginia","WV",14,-41
"462",462,76,200,8,"Mid-American",26,"Kent State","KENT",41,17,"Mid-American",26,"Western Michigan","WMU",24,-17
"463",463,80,170,8,"Southeastern",6,"Louisiana State","LSU",24,5,"Southeastern",20,"Texas A&M","TAMU",19,-5
"464",464,81,63,8,"Western Athletic",26,"Louisiana Tech","LTU",70,42,"Western Athletic",26,"Idaho","ID",28,-42
"465",465,83,199,8,"Sun Belt",26,"Louisiana-Monroe","LA-M",43,1,"Sun Belt",26,"Western Kentucky","WKU",42,-1
"466",466,84,152,8,"Big East",16,"Louisville","LOU",27,2,"Big East",26,"South Florida","SFU",25,-2
"467",467,86,159,8,"Conference USA",26,"Marshall","MAR ",59,35,"Conference USA",26,"Southern Mississippi","SO MISS",24,-35
"468",468,93,94,8,"Big Ten",23,"Michigan","MICH",12,2,"Big Ten",26,"Michigan State","MSU",10,-2
"469",469,98,95,8,"Southeastern",15,"Mississippi State","MISS ST",45,42,"Sun Belt",26,"Middle Tennessee State","MTSU",3,-42
"470",470,103,67,8,"Independent",26,"Navy","NAVY",31,1,"Big Ten",26,"Indiana","IND",30,-1
"471",471,104,122,8,"Big Ten",26,"Nebraska","NEB",29,1,"Big Ten",26,"Northwestern","NU",28,-1
"472",472,114,87,8,"Atlantic Coast",26,"North Carolina State","NCST",20,2,"Atlantic Coast",26,"Maryland","MARY",18,-2
"473",473,120,2,8,"Mid-American",26,"Northern Illinois","NIU",37,30,"Mid-American",26,"Akron","AKRON",7,-30
"474",474,125,21,8,"Independent",5,"Notre Dame","ND",17,3,"Independent",26,"Brigham Young","BYU",14,-3
"475",475,127,136,8,"Big Ten",7,"Ohio State","OSU",29,7,"Big Ten",26,"Purdue","PUR",22,-7
"476",476,128,74,8,"Big 12",10,"Oklahoma","OU",52,45,"Big 12",26,"Kansas","KU",7,-45
"477",477,129,70,8,"Big 12",26,"Oklahoma State","OKST",31,21,"Big 12",26,"Iowa State","ISU",10,-21
"478",478,131,184,8,"Pac-12",8,"Oregon State","ORST",21,14,"Pac-12",26,"Utah","UTAH",7,-14
"479",479,132,69,8,"Big Ten",26,"Penn State","PENN",38,24,"Big Ten",26,"Iowa","IOWA",14,-24
"480",480,133,22,8,"Big East",26,"Pittsburgh","PITT",20,14,"Mid-American",26,"Buffalo","BUF",6,-14
"481",481,140,165,8,"Big East",19,"Rutgers","RUT",35,25,"Big East",26,"Temple","TEM",10,-25
"482",482,144,105,8,"Mountain West",26,"San Diego State","SDSU",39,1,"Mountain West",26,"Nevada","NEV",38,-1
"483",483,145,177,8,"Western Athletic",26,"San Jose State","SJSU",52,28,"Western Athletic",26,"Texas-San Antonio","UTSA",24,-28
"484",484,147,48,8,"Sun Belt",26,"South Alabama","SOBAMA",37,3,"Sun Belt",26,"Florida Atlantic","FAU",34,-3
"485",485,156,35,8,"Pac-12",11,"Southern California","USC",50,44,"Pac-12",26,"Colorado","COL",6,-44
"486",486,161,24,8,"Pac-12",22,"Stanford","STAN",21,18,"Pac-12",26,"California","CAL",3,-18
"487",487,169,16,8,"Big 12",26,"Texas","TEX",56,6,"Big 12",26,"Baylor","BAY",50,-6
"488",488,175,172,8,"Big 12",18,"Texas Tech","TTU",56,3,"Big 12",26,"Texas Christian","TCU",53,-3
"489",489,176,181,8,"Conference USA",26,"Texas-El Paso","UT-EP",24,4,"Conference USA",26,"Tulane","TULA",20,-4
"490",490,178,31,8,"Mid-American",26,"Toledo","TOL",29,6,"Big East",21,"Cincinnati","CIN",23,-6
"491",491,180,49,8,"Sun Belt",26,"Troy","TROY",38,1,"Sun Belt",26,"Florida International","FIU",37,-1
"492",492,182,138,8,"Conference USA",26,"Tulsa","TULSA",28,4,"Conference USA",26,"Rice","RICE",24,-4
"493",493,185,109,8,"Western Athletic",26,"Utah State","UTST",41,34,"Western Athletic",26,"New Mexico State","NMSU",7,-34
"494",494,186,13,8,"Southeastern",26,"Vanderbilt","VAN",17,4,"Southeastern",26,"Auburn","AUB",13,-4
"495",495,192,188,8,"Atlantic Coast",26,"Wake Forest","WAKE",16,6,"Atlantic Coast",26,"Virginia","UVA",10,-6
"496",496,202,96,8,"Big Ten",26,"Wisconsin","WIS",38,25,"Big Ten",26,"Minnesota","MINN",13,-25
"497",497,11,82,9,"Sun Belt",26,"Arkansas State","ARKST",50,23,"Sun Belt",26,"Louisiana-Lafayette","LA-L",27,-23
"498",498,33,192,9,"Atlantic Coast",14,"Clemson","CLEM",42,29,"Atlantic Coast",26,"Wake Forest","WAKE",13,-29
"499",499,1,105,9,"Mountain West",26,"Air Force","AF",48,17,"Mountain West",26,"Nevada","NEV",31,-17
"500",500,84,31,9,"Big East",16,"Louisville","LOU",34,3,"Big East",26,"Cincinnati","CIN",31,-3
"501",501,3,98,9,"Southeastern",1,"Alabama","BAMA",38,31,"Southeastern",13,"Mississippi State","MISS ST",7,-31
"502",502,8,156,9,"Pac-12",26,"Arizona","ARI",39,3,"Pac-12",10,"Southern California","USC",36,-3
"503",503,15,12,9,"Mid-American",26,"Ball State","BALL",30,8,"Independent",26,"Army","ARMY",22,-8
"504",504,18,204,9,"Mountain West",21,"Boise State","BST",45,31,"Mountain West",26,"Wyoming","WYO",14,-31
"505",505,19,87,9,"Atlantic Coast",26,"Boston College","BC",20,3,"Atlantic Coast",26,"Maryland","MARY",17,-3
"506",506,20,43,9,"Mid-American",26,"Bowling Green State","BG",24,21,"Mid-American",26,"Eastern Michigan","EMU",3,-21
"507",507,21,58,9,"Independent",26,"Brigham Young","BYU",41,24,"Atlantic Coast",26,"Georgia Tech","GT",17,-24
"508",508,27,86,9,"Conference USA",26,"Central Florida","UCF",54,37,"Conference USA",26,"Marshall","MAR ",17,-37
"509",509,28,2,9,"Mid-American",26,"Central Michigan","CMU",35,21,"Mid-American",26,"Akron","AKRON",14,-21
"510",510,36,60,9,"Mountain West",26,"Colorado State","COLS",42,15,"Mountain West",26,"Hawaii","HAW",27,-15
"511",511,48,180,9,"Sun Belt",26,"Florida Atlantic","FAU",34,7,"Sun Belt",26,"Troy","TROY",27,-7
"512",512,50,39,9,"Atlantic Coast",11,"Florida State","FSU",48,41,"Atlantic Coast",26,"Duke","DUKE",7,-41
"513",513,52,108,9,"Mountain West",26,"Fresno State","FRES",49,17,"Mountain West",26,"New Mexico","NM",32,-17
"514",514,55,46,9,"Southeastern",12,"Georgia","UGA",17,8,"Southeastern",3,"Florida","UF",9,-8
"515",515,61,176,9,"Conference USA",26,"Houston","HOU",45,10,"Conference USA",26,"Texas-El Paso","UT-EP",35,-10
"516",516,67,65,9,"Big Ten",26,"Indiana","IND",31,14,"Big Ten",26,"Illinois","IL",17,-14
"517",517,70,16,9,"Big 12",26,"Iowa State","ISU",35,14,"Big 12",26,"Baylor","BAY",21,-14
"518",518,75,175,9,"Big 12",4,"Kansas State","KSU",55,31,"Big 12",15,"Texas Tech","TTU",24,-31
"519",519,76,140,9,"Mid-American",26,"Kent State","KENT",35,12,"Big East",18,"Rutgers","RUT",23,-12
"520",520,81,109,9,"Western Athletic",24,"Louisiana Tech","LTU",28,14,"Western Athletic",26,"New Mexico State","NMSU",14,-14
"521",521,83,147,9,"Sun Belt",26,"Louisiana-Monroe","LA-M",38,14,"Sun Belt",26,"South Alabama","SOBAMA",24,-14
"522",522,92,126,9,"Mid-American",26,"Miami OH","MIA-O",23,3,"Mid-American",23,"Ohio","OHIO",20,-3
"523",523,94,202,9,"Big Ten",26,"Michigan State","MSU",16,3,"Big Ten",26,"Wisconsin","WIS",13,-3
"524",524,95,117,9,"Sun Belt",26,"Middle Tennessee State","MTSU",38,17,"Sun Belt",26,"North Texas","NTEX",21,-17
"525",525,96,136,9,"Big Ten",26,"Minnesota","MINN",44,16,"Big Ten",26,"Purdue","PUR",28,-16
"526",526,97,10,9,"Southeastern",26,"Mississippi","OLE",30,3,"Southeastern",26,"Arkansas","ARK",27,-3
"527",527,99,77,9,"Southeastern",26,"Missouri","MIZZ",33,23,"Southeastern",26,"Kentucky","UK",10,-23
"528",528,103,40,9,"Independent",26,"Navy","NAVY",56,28,"Conference USA",26,"East Carolina","ECU",28,-28
"529",529,104,93,9,"Big Ten",26,"Nebraska","NEB",23,14,"Big Ten",20,"Michigan","MICH",9,-14
"530",530,112,114,9,"Atlantic Coast",26,"North Carolina","UNC",43,8,"Atlantic Coast",26,"North Carolina State","NCST",35,-8
"531",531,120,200,9,"Mid-American",26,"Northern Illinois","NIU",48,14,"Mid-American",26,"Western Michigan","WMU",34,-14
"532",532,122,69,9,"Big Ten",26,"Northwestern","NU",28,11,"Big Ten",26,"Iowa","IOWA",17,-11
"533",533,125,128,9,"Independent",5,"Notre Dame","ND",30,17,"Big 12",8,"Oklahoma","OU",13,-17
"534",534,127,132,9,"Big Ten",9,"Ohio State","OSU",35,12,"Big Ten",26,"Penn State","PENN",23,-12
"535",535,129,172,9,"Big 12",26,"Oklahoma State","OKST",36,22,"Big 12",26,"Texas Christian","TCU",14,-22
"536",536,130,35,9,"Pac-12",2,"Oregon","ORE",70,56,"Pac-12",26,"Colorado","COL",14,-56
"537",537,133,165,9,"Big East",26,"Pittsburgh","PITT",47,30,"Big East",26,"Temple","TEM",17,-30
"538",538,138,159,9,"Conference USA",26,"Rice","RICE",44,27,"Conference USA",26,"Southern Mississippi","SO MISS",17,-27
"539",539,144,106,9,"Mountain West",26,"San Diego State","SDSU",24,11,"Mountain West",26,"Nevada-Las Vegas","UNLV",13,-11
"540",540,145,174,9,"Western Athletic",26,"San Jose State","SJSU",31,11,"Western Athletic",26,"Texas State","TEXST",20,-11
"541",541,148,166,9,"Southeastern",17,"South Carolina","SC",38,3,"Southeastern",26,"Tennessee","TEN",35,-3
"542",542,158,90,9,"Conference USA",26,"Southern Methodist","SMU",44,31,"Conference USA",26,"Memphis","MEM",13,-31
"543",543,161,194,9,"Pac-12",19,"Stanford","STAN",24,7,"Pac-12",26,"Washington State","WSU",17,-7
"544",544,164,152,9,"Big East",26,"Syracuse","SYR",37,1,"Big East",26,"South Florida","SFU",36,-1
"545",545,169,74,9,"Big 12",26,"Texas","TEX",21,4,"Big 12",26,"Kansas","KU",17,-4
"546",546,170,13,9,"Southeastern",22,"Texas A&M","TAMU",63,42,"Southeastern",26,"Auburn","AUB",21,-42
"547",547,178,22,9,"Mid-American",26,"Toledo","TOL",25,5,"Mid-American",26,"Buffalo","BUF",20,-5
"548",548,181,5,9,"Conference USA",26,"Tulane","TULA",55,10,"Conference USA",26,"Alabama-Birmingham","UAB",45,-10
"549",549,183,9,9,"Pac-12",26,"UCLA","UCLA",45,2,"Pac-12",26,"Arizona State","ASU",43,-2
"550",550,184,24,9,"Pac-12",26,"Utah","UTAH",49,22,"Pac-12",26,"California","CAL",27,-22
"551",551,185,177,9,"Western Athletic",26,"Utah State","UTST",48,31,"Western Athletic",26,"Texas-San Antonio","UTSA",17,-31
"552",552,186,88,9,"Southeastern",26,"Vanderbilt","VAN",49,42,"Mid-American",26,"Massachusetts","UMASS",7,-42
"553",553,193,131,9,"Pac-12",26,"Washington","WASH",20,3,"Pac-12",7,"Oregon State","ORST",17,-3
"554",554,199,49,9,"Sun Belt",26,"Western Kentucky","WKU",14,8,"Sun Belt",26,"Florida International","FIU",6,-8
"555",555,91,190,10,"Atlantic Coast",26,"Miami FL","MIA",30,18,"Atlantic Coast",26,"Virginia Tech","VT",12,-18
"556",556,95,199,10,"Sun Belt",26,"Middle Tennessee State","MTSU",34,5,"Sun Belt",26,"Western Kentucky","WKU",29,-5
"557",557,126,43,10,"Mid-American",26,"Ohio","OHIO",45,31,"Mid-American",26,"Eastern Michigan","EMU",14,-31
"558",558,193,24,10,"Pac-12",26,"Washington","WASH",21,8,"Pac-12",26,"California","CAL",13,-8
"559",559,3,80,10,"Southeastern",1,"Alabama","BAMA",21,4,"Southeastern",5,"Louisiana State","LSU",17,-4
"560",560,5,159,10,"Conference USA",26,"Alabama-Birmingham","UAB",27,8,"Conference USA",26,"Southern Mississippi","SO MISS",19,-8
"561",561,10,182,10,"Southeastern",26,"Arkansas","ARK",19,4,"Conference USA",26,"Tulsa","TULSA",15,-4
"562",562,11,117,10,"Sun Belt",26,"Arkansas State","ARKST",37,18,"Sun Belt",26,"North Texas","NTEX",19,-18
"563",563,12,1,10,"Independent",26,"Army","ARMY",41,20,"Mountain West",26,"Air Force","AF",21,-20
"564",564,13,109,10,"Southeastern",26,"Auburn","AUB",42,35,"Western Athletic",26,"New Mexico State","NMSU",7,-35
"565",565,16,74,10,"Big 12",26,"Baylor","BAY",41,27,"Big 12",26,"Kansas","KU",14,-27
"566",566,22,92,10,"Mid-American",26,"Buffalo","BUF",27,3,"Mid-American",26,"Miami OH","MIA-O",24,-3
"567",567,27,158,10,"Conference USA",26,"Central Florida","UCF",42,25,"Conference USA",26,"Southern Methodist","SMU",17,-25
"568",568,31,164,10,"Big East",26,"Cincinnati","CIN",35,11,"Big East",26,"Syracuse","SYR",24,-11
"569",569,33,39,10,"Atlantic Coast",10,"Clemson","CLEM",56,36,"Atlantic Coast",26,"Duke","DUKE",20,-36
"570",570,40,61,10,"Conference USA",26,"East Carolina","ECU",48,20,"Conference USA",26,"Houston","HOU",28,-20
"571",571,46,99,10,"Southeastern",8,"Florida","UF",14,7,"Southeastern",26,"Missouri","MIZZ",7,-7
"572",572,49,147,10,"Sun Belt",26,"Florida International","FIU",28,8,"Sun Belt",26,"South Alabama","SOBAMA",20,-8
"573",573,52,60,10,"Mountain West",26,"Fresno State","FRES",45,35,"Mountain West",26,"Hawaii","HAW",10,-35
"574",574,55,97,10,"Southeastern",7,"Georgia","UGA",37,27,"Southeastern",26,"Mississippi","OLE",10,-27
"575",575,58,87,10,"Atlantic Coast",26,"Georgia Tech","GT",33,20,"Atlantic Coast",26,"Maryland","MARY",13,-20
"576",576,67,69,10,"Big Ten",26,"Indiana","IND",24,3,"Big Ten",26,"Iowa","IOWA",21,-3
"577",577,75,129,10,"Big 12",3,"Kansas State","KSU",44,14,"Big 12",26,"Oklahoma State","OKST",30,-14
"578",578,76,2,10,"Mid-American",26,"Kent State","KENT",35,11,"Mid-American",26,"Akron","AKRON",24,-11
"579",579,81,177,10,"Western Athletic",22,"Louisiana Tech","LTU",51,24,"Western Athletic",26,"Texas-San Antonio","UTSA",27,-24
"580",580,82,83,10,"Sun Belt",26,"Louisiana-Lafayette","LA-L",40,16,"Sun Belt",26,"Louisiana-Monroe","LA-M",24,-16
"581",581,84,165,10,"Big East",12,"Louisville","LOU",45,28,"Big East",26,"Temple","TEM",17,-28
"582",582,86,90,10,"Conference USA",26,"Marshall","MAR ",38,10,"Conference USA",26,"Memphis","MEM",28,-10
"583",583,93,96,10,"Big Ten",26,"Michigan","MICH",35,22,"Big Ten",26,"Minnesota","MINN",13,-22
"584",584,103,48,10,"Independent",26,"Navy","NAVY",24,7,"Sun Belt",26,"Florida Atlantic","FAU",17,-7
"585",585,104,94,10,"Big Ten",21,"Nebraska","NEB",28,4,"Big Ten",26,"Michigan State","MSU",24,-4
"586",586,106,108,10,"Mountain West",26,"Nevada-Las Vegas","UNLV",35,28,"Mountain West",26,"New Mexico","NM",7,-28
"587",587,120,88,10,"Mid-American",26,"Northern Illinois","NIU",63,63,"Mid-American",26,"Massachusetts","UMASS",0,-63
"588",588,125,133,10,"Independent",4,"Notre Dame","ND",29,3,"Big East",26,"Pittsburgh","PITT",26,-3
"589",589,127,65,10,"Big Ten",6,"Ohio State","OSU",52,30,"Big Ten",26,"Illinois","IL",22,-30
"590",590,128,70,10,"Big 12",14,"Oklahoma","OU",35,15,"Big 12",26,"Iowa State","ISU",20,-15
"591",591,130,156,10,"Pac-12",2,"Oregon","ORE",62,11,"Pac-12",18,"Southern California","USC",51,-11
"592",592,131,9,10,"Pac-12",13,"Oregon State","ORST",36,10,"Pac-12",26,"Arizona State","ASU",26,-10
"593",593,132,136,10,"Big Ten",26,"Penn State","PENN",34,25,"Big Ten",26,"Purdue","PUR",9,-25
"594",594,138,181,10,"Conference USA",26,"Rice","RICE",49,2,"Conference USA",26,"Tulane","TULA",47,-2
"595",595,144,18,10,"Mountain West",26,"San Diego State","SDSU",21,2,"Mountain West",19,"Boise State","BST",19,-2
"596",596,145,63,10,"Western Athletic",26,"San Jose State","SJSU",42,29,"Western Athletic",26,"Idaho","ID",13,-29
"597",597,152,37,10,"Big East",26,"South Florida","SFU",13,7,"Big East",26,"Connecticut","UCONN",6,-7
"598",598,161,35,10,"Pac-12",15,"Stanford","STAN",48,48,"Pac-12",26,"Colorado","COL",0,-48
"599",599,166,180,10,"Southeastern",26,"Tennessee","TEN",55,7,"Sun Belt",26,"Troy","TROY",48,-7
"600",600,169,175,10,"Big 12",26,"Texas","TEX",31,9,"Big 12",20,"Texas Tech","TTU",22,-9
"601",601,170,98,10,"Southeastern",16,"Texas A&M","TAMU",38,25,"Southeastern",17,"Mississippi State","MISS ST",13,-25
"602",602,172,196,10,"Big 12",26,"Texas Christian","TCU",39,1,"Big 12",23,"West Virginia","WV",38,-1
"603",603,183,8,10,"Pac-12",25,"UCLA","UCLA",66,56,"Pac-12",24,"Arizona","ARI",10,-56
"604",604,184,194,10,"Pac-12",26,"Utah","UTAH",49,43,"Pac-12",26,"Washington State","WSU",6,-43
"605",605,185,174,10,"Western Athletic",26,"Utah State","UTST",38,31,"Western Athletic",26,"Texas State","TEXST",7,-31
"606",606,186,77,10,"Southeastern",26,"Vanderbilt","VAN",40,40,"Southeastern",26,"Kentucky","UK",0,-40
"607",607,188,114,10,"Atlantic Coast",26,"Virginia","UVA",33,27,"Atlantic Coast",26,"North Carolina State","NCST",6,-27
"608",608,192,19,10,"Atlantic Coast",26,"Wake Forest","WAKE",28,14,"Atlantic Coast",26,"Boston College","BC",14,-14
"609",609,200,28,10,"Mid-American",26,"Western Michigan","WMU",42,11,"Mid-American",26,"Central Michigan","CMU",31,-11
"610",610,204,36,10,"Mountain West",26,"Wyoming","WYO",45,14,"Mountain West",26,"Colorado State","COLS",31,-14
"611",611,15,178,11,"Mid-American",26,"Ball State","BALL",34,7,"Mid-American",23,"Toledo","TOL",27,-7
"612",612,20,126,11,"Mid-American",26,"Bowling Green State","BG",26,12,"Mid-American",26,"Ohio","OHIO",14,-12
"613",613,11,83,11,"Sun Belt",26,"Arkansas State","ARKST",45,22,"Sun Belt",26,"Louisiana-Monroe","LA-M",23,-22
"614",614,50,190,11,"Atlantic Coast",8,"Florida State","FSU",28,6,"Atlantic Coast",26,"Virginia Tech","VT",22,-6
"615",615,37,133,11,"Big East",26,"Connecticut","UCONN",24,7,"Big East",26,"Pittsburgh","PITT",17,-7
"616",616,5,86,11,"Conference USA",26,"Alabama-Birmingham","UAB",38,7,"Conference USA",26,"Marshall","MAR ",31,-7
"617",617,8,35,11,"Pac-12",26,"Arizona","ARI",56,25,"Pac-12",26,"Colorado","COL",31,-25
"618",618,18,60,11,"Mountain West",26,"Boise State","BST",49,35,"Mountain West",26,"Hawaii","HAW",14,-35
"619",619,21,63,11,"Independent",26,"Brigham Young","BYU",52,39,"Western Athletic",26,"Idaho","ID",13,-39
"620",620,22,200,11,"Mid-American",26,"Buffalo","BUF",29,5,"Mid-American",26,"Western Michigan","WMU",24,-5
"621",621,27,176,11,"Conference USA",26,"Central Florida","UCF",31,7,"Conference USA",26,"Texas-El Paso","UT-EP",24,-7
"622",622,28,43,11,"Mid-American",26,"Central Michigan","CMU",34,3,"Mid-American",26,"Eastern Michigan","EMU",31,-3
"623",623,31,165,11,"Big East",26,"Cincinnati","CIN",34,24,"Big East",26,"Temple","TEM",10,-24
"624",624,33,87,11,"Atlantic Coast",10,"Clemson","CLEM",45,35,"Atlantic Coast",26,"Maryland","MARY",10,-35
"625",625,36,106,11,"Mountain West",26,"Colorado State","COLS",33,22,"Mountain West",26,"Nevada-Las Vegas","UNLV",11,-22
"626",626,46,82,11,"Southeastern",7,"Florida","UF",27,7,"Sun Belt",26,"Louisiana-Lafayette","LA-L",20,-7
"627",627,48,199,11,"Sun Belt",26,"Florida Atlantic","FAU",37,9,"Sun Belt",26,"Western Kentucky","WKU",28,-9
"628",628,52,105,11,"Mountain West",26,"Fresno State","FRES",52,16,"Mountain West",26,"Nevada","NEV",36,-16
"629",629,55,13,11,"Southeastern",5,"Georgia","UGA",38,38,"Southeastern",26,"Auburn","AUB",0,-38
"630",630,58,112,11,"Atlantic Coast",26,"Georgia Tech","GT",68,18,"Atlantic Coast",26,"North Carolina","UNC",50,-18
"631",631,75,172,11,"Big 12",3,"Kansas State","KSU",23,13,"Big 12",26,"Texas Christian","TCU",10,-13
"632",632,76,92,11,"Mid-American",26,"Kent State","KENT",48,16,"Mid-American",26,"Miami OH","MIA-O",32,-16
"633",633,80,98,11,"Southeastern",9,"Louisiana State","LSU",37,20,"Southeastern",22,"Mississippi State","MISS ST",17,-20
"634",634,81,174,11,"Western Athletic",19,"Louisiana Tech","LTU",62,7,"Western Athletic",26,"Texas State","TEXST",55,-7
"635",635,88,2,11,"Mid-American",26,"Massachusetts","UMASS",22,8,"Mid-American",26,"Akron","AKRON",14,-8
"636",636,90,181,11,"Conference USA",26,"Memphis","MEM",37,14,"Conference USA",26,"Tulane","TULA",23,-14
"637",637,93,122,11,"Big Ten",26,"Michigan","MICH",38,7,"Big Ten",26,"Northwestern","NU",31,-7
"638",638,96,65,11,"Big Ten",26,"Minnesota","MINN",17,14,"Big Ten",26,"Illinois","IL",3,-14
"639",639,99,166,11,"Southeastern",26,"Missouri","MIZZ",51,3,"Southeastern",26,"Tennessee","TEN",48,-3
"640",640,104,132,11,"Big Ten",18,"Nebraska","NEB",32,9,"Big Ten",26,"Penn State","PENN",23,-9
"641",641,114,192,11,"Atlantic Coast",26,"North Carolina State","NCST",37,31,"Atlantic Coast",26,"Wake Forest","WAKE",6,-31
"642",642,117,147,11,"Sun Belt",26,"North Texas","NTEX",24,10,"Sun Belt",26,"South Alabama","SOBAMA",14,-10
"643",643,125,19,11,"Independent",4,"Notre Dame","ND",21,15,"Atlantic Coast",26,"Boston College","BC",6,-15
"644",644,128,16,11,"Big 12",14,"Oklahoma","OU",42,8,"Big 12",26,"Baylor","BAY",34,-8
"645",645,129,196,11,"Big 12",26,"Oklahoma State","OKST",55,21,"Big 12",26,"West Virginia","WV",34,-21
"646",646,130,24,11,"Pac-12",2,"Oregon","ORE",59,42,"Pac-12",26,"California","CAL",17,-42
"647",647,136,69,11,"Big Ten",26,"Purdue","PUR",27,3,"Big Ten",26,"Iowa","IOWA",24,-3
"648",648,140,12,11,"Big East",24,"Rutgers","RUT",28,21,"Independent",26,"Army","ARMY",7,-21
"649",649,144,1,11,"Mountain West",26,"San Diego State","SDSU",28,19,"Mountain West",26,"Air Force","AF",9,-19
"650",650,145,109,11,"Western Athletic",26,"San Jose State","SJSU",47,40,"Western Athletic",26,"New Mexico State","NMSU",7,-40
"651",651,148,10,11,"Southeastern",12,"South Carolina","SC",38,18,"Southeastern",26,"Arkansas","ARK",20,-18
"652",652,156,9,11,"Pac-12",21,"Southern California","USC",38,21,"Pac-12",26,"Arizona State","ASU",17,-21
"653",653,158,159,11,"Conference USA",26,"Southern Methodist","SMU",34,28,"Conference USA",26,"Southern Mississippi","SO MISS",6,-28
"654",654,161,131,11,"Pac-12",16,"Stanford","STAN",27,4,"Pac-12",13,"Oregon State","ORST",23,-4
"655",655,164,84,11,"Big East",26,"Syracuse","SYR",45,19,"Big East",11,"Louisville","LOU",26,-19
"656",656,169,70,11,"Big 12",19,"Texas","TEX",33,26,"Big 12",26,"Iowa State","ISU",7,-26
"657",657,170,3,11,"Southeastern",15,"Texas A&M","TAMU",29,5,"Southeastern",1,"Alabama","BAMA",24,-5
"658",658,175,74,11,"Big 12",25,"Texas Tech","TTU",41,7,"Big 12",26,"Kansas","KU",34,-7
"659",659,177,89,11,"Western Athletic",26,"Texas-San Antonio","UTSA",31,7,"FCS",26,"McNeese State","MCNST",24,-7
"660",660,180,103,11,"Sun Belt",26,"Troy","TROY",41,10,"Independent",26,"Navy","NAVY",31,-10
"661",661,182,61,11,"Conference USA",26,"Tulsa","TULSA",41,34,"Conference USA",26,"Houston","HOU",7,-34
"662",662,183,194,11,"Pac-12",17,"UCLA","UCLA",44,8,"Pac-12",26,"Washington State","WSU",36,-8
"663",663,186,97,11,"Southeastern",26,"Vanderbilt","VAN",27,1,"Southeastern",26,"Mississippi","OLE",26,-1
"664",664,188,91,11,"Atlantic Coast",26,"Virginia","UVA",41,1,"Atlantic Coast",26,"Miami FL","MIA",40,-1
"665",665,193,184,11,"Pac-12",26,"Washington","WASH",34,19,"Pac-12",26,"Utah","UTAH",15,-19
"666",666,202,67,11,"Big Ten",26,"Wisconsin","WIS",62,48,"Big Ten",26,"Indiana","IND",14,-48
"667",667,204,108,11,"Mountain West",26,"Wyoming","WYO",28,5,"Mountain West",26,"New Mexico","NM",23,-5
"668",668,15,126,12,"Mid-American",26,"Ball State","BALL",52,25,"Mid-American",26,"Ohio","OHIO",27,-25
"669",669,120,178,12,"Mid-American",26,"Northern Illinois","NIU",31,7,"Mid-American",26,"Toledo","TOL",24,-7
"670",670,112,188,12,"Atlantic Coast",26,"North Carolina","UNC",37,24,"Atlantic Coast",26,"Virginia","UVA",13,-24
"671",671,1,60,12,"Mountain West",26,"Air Force","AF",21,14,"Mountain West",26,"Hawaii","HAW",7,-14
"672",672,49,48,12,"Sun Belt",26,"Florida International","FIU",34,10,"Sun Belt",26,"Florida Atlantic","FAU",24,-10
"673",673,3,197,12,"Southeastern",4,"Alabama","BAMA",49,49,"FCS",26,"Western Carolina","WCU",0,-49
"674",674,8,184,12,"Pac-12",26,"Arizona","ARI",34,10,"Pac-12",26,"Utah","UTAH",24,-10
