"","game.id","w.id","l.id","week","w.conference","w.rank","w.name","w.abbrvs","w.pts","w.ptdiff","l.conference","l.rank","l.name","l.abbrvs","l.pts","l.ptdiff"
"219",219,16,83,4,"Big 12",26,"Baylor","BAY",47,5,"Sun Belt",26,"Louisiana-Monroe","LA-M",42,-5
"220",220,3,48,4,"Southeastern",1,"Alabama","BAMA",40,33,"Sun Belt",26,"Florida Atlantic","FAU",7,-33
"221",221,9,184,4,"Pac-12",26,"Arizona State","ASU",37,30,"Pac-12",26,"Utah","UTAH",7,-30
"222",222,11,6,4,"Sun Belt",26,"Arkansas State","ARKST",56,56,"FCS",26,"Alcorn State","ALCORN",0,-56
"223",223,15,152,4,"Mid-American",26,"Ball State","BALL",31,4,"Big East",26,"South Florida","SFU",27,-4
"224",224,28,69,4,"Mid-American",26,"Central Michigan","CMU",32,1,"Big Ten",26,"Iowa","IOWA",31,-1
"225",225,35,194,4,"Pac-12",26,"Colorado","COL",35,1,"Pac-12",26,"Washington State","WSU",34,-1
"226",226,39,90,4,"Atlantic Coast",26,"Duke","DUKE",38,24,"Conference USA",26,"Memphis","MEM",14,-24
"227",227,46,77,4,"Southeastern",14,"Florida","UF",38,38,"Southeastern",26,"Kentucky","UK",0,-38
"228",228,50,33,4,"Atlantic Coast",4,"Florida State","FSU",49,12,"Atlantic Coast",10,"Clemson","CLEM",37,-12
"229",229,55,186,4,"Southeastern",5,"Georgia","UGA",48,45,"Southeastern",26,"Vanderbilt","VAN",3,-45
"230",230,75,128,4,"Big 12",15,"Kansas State","KSU",24,5,"Big 12",6,"Oklahoma","OU",19,-5
"231",231,80,13,4,"Southeastern",2,"Louisiana State","LSU",12,2,"Southeastern",26,"Auburn","AUB",10,-2
"232",232,81,65,4,"Western Athletic",26,"Louisiana Tech","LTU",52,28,"Big Ten",26,"Illinois","IL",24,-28
"233",233,84,49,4,"Big East",20,"Louisville","LOU",28,7,"Sun Belt",26,"Florida International","FIU",21,-7
"234",234,86,138,4,"Conference USA",26,"Marshall","MAR ",54,3,"Conference USA",26,"Rice","RICE",51,-3
"235",235,91,58,4,"Atlantic Coast",26,"Miami FL","MIA",42,6,"Atlantic Coast",26,"Georgia Tech","GT",36,-6
"236",236,92,88,4,"Mid-American",26,"Miami OH","MIA-O",27,11,"Mid-American",26,"Massachusetts","UMASS",16,-11
"237",237,94,43,4,"Big Ten",21,"Michigan State","MSU",23,16,"Mid-American",26,"Eastern Michigan","EMU",7,-16
"238",238,96,164,4,"Big Ten",26,"Minnesota","MINN",17,7,"Big East",26,"Syracuse","SYR",10,-7
"239",239,97,181,4,"Southeastern",26,"Mississippi","OLE",39,39,"Conference USA",26,"Tulane","TULA",0,-39
"240",240,98,147,4,"Southeastern",23,"Mississippi State","MISS ST",30,20,"Sun Belt",26,"South Alabama","SOBAMA",10,-20
"241",241,103,189,4,"Independent",26,"Navy","NAVY",41,38,"FCS",26,"Virginia Military Institute","VMI",3,-38
"242",242,104,64,4,"Big Ten",25,"Nebraska","NEB",73,66,"FCS",26,"Idaho State","IDST",7,-66
"243",243,105,60,4,"Mountain West",26,"Nevada","NEV",69,45,"Mountain West",26,"Hawaii","HAW",24,-45
"244",244,106,1,4,"Mountain West",26,"Nevada-Las Vegas","UNLV",38,3,"Mountain West",26,"Air Force","AF",35,-3
"245",245,108,109,4,"Mountain West",26,"New Mexico","NM",27,13,"Western Athletic",26,"New Mexico State","NMSU",14,-13
"246",246,112,40,4,"Atlantic Coast",26,"North Carolina","UNC",27,21,"Conference USA",26,"East Carolina","ECU",6,-21
"247",247,114,32,4,"Atlantic Coast",26,"North Carolina State","NCST",52,38,"FCS",26,"Citadel","CIT",14,-38
"248",248,120,74,4,"Mid-American",26,"Northern Illinois","NIU",30,7,"Big 12",26,"Kansas","KU",23,-7
"249",249,122,150,4,"Big Ten",26,"Northwestern","NU",38,31,"FCS",26,"South Dakota","USD",7,-31
"250",250,125,93,4,"Independent",11,"Notre Dame","ND",13,7,"Big Ten",18,"Michigan","MICH",6,-7
"251",251,126,111,4,"Mid-American",26,"Ohio","OHIO",44,34,"FCS",26,"Norfolk State","NFLKST",10,-34
"252",252,127,5,4,"Big Ten",16,"Ohio State","OSU",29,14,"Conference USA",26,"Alabama-Birmingham","UAB",15,-14
"253",253,130,8,4,"Pac-12",3,"Oregon","ORE",49,49,"Pac-12",22,"Arizona","ARI",0,-49
"254",254,131,183,4,"Pac-12",26,"Oregon State","ORST",27,7,"Pac-12",19,"UCLA","UCLA",20,-7
"255",255,132,165,4,"Big Ten",26,"Penn State","PENN",24,11,"Big East",26,"Temple","TEM",13,-11
"256",256,133,54,4,"Big East",26,"Pittsburgh","PITT",55,45,"FCS",26,"Gardner-Webb","GARDWB",10,-45
"257",257,140,10,4,"Big East",26,"Rutgers","RUT",35,9,"Southeastern",26,"Arkansas","ARK",26,-9
"258",258,145,144,4,"Western Athletic",26,"San Jose State","SJSU",38,4,"Mountain West",26,"San Diego State","SDSU",34,-4
"259",259,148,99,4,"Southeastern",7,"South Carolina","SC",31,21,"Southeastern",26,"Missouri","MIZZ",10,-21
"260",260,156,24,4,"Pac-12",13,"Southern California","USC",27,18,"Pac-12",26,"California","CAL",9,-18
"261",261,166,2,4,"Southeastern",26,"Tennessee","TEN",47,21,"Mid-American",26,"Akron","AKRON",26,-21
"262",262,170,149,4,"Southeastern",26,"Texas A&M","TAMU",70,56,"FCS",26,"South Carolina State","SCST",14,-56
"263",263,172,188,4,"Big 12",17,"Texas Christian","TCU",27,20,"Atlantic Coast",26,"Virginia","UVA",7,-20
"264",264,174,162,4,"Western Athletic",26,"Texas State","TEXST",41,4,"FCS",26,"Stephen F. Austin","SFAUST",37,-4
"265",265,177,123,4,"Western Athletic",26,"Texas-San Antonio","UTSA",56,53,"Division II",26,"Northwestern Oklahoma State","NWOKST",3,-53
"266",266,178,34,4,"Mid-American",26,"Toledo","TOL",38,10,"FCS",26,"Coastal Carolina","CC",28,-10
"267",267,180,117,4,"Sun Belt",26,"Troy","TROY",14,7,"Sun Belt",26,"North Texas","NTEX",7,-7
"268",268,182,52,4,"Conference USA",26,"Tulsa","TULSA",27,1,"Mountain West",26,"Fresno State","FRES",26,-1
"269",269,185,36,4,"Western Athletic",26,"Utah State","UTST",31,12,"Mountain West",26,"Colorado State","COLS",19,-12
"270",270,190,20,4,"Atlantic Coast",26,"Virginia Tech","VT",37,37,"Mid-American",26,"Bowling Green State","BG",0,-37
"271",271,192,12,4,"Atlantic Coast",26,"Wake Forest","WAKE",49,12,"Independent",26,"Army","ARMY",37,-12
"272",272,196,87,4,"Big 12",8,"West Virginia","WV",31,10,"Atlantic Coast",26,"Maryland","MARY",21,-10
"273",273,199,159,4,"Sun Belt",26,"Western Kentucky","WKU",42,25,"Conference USA",26,"Southern Mississippi","SO MISS",17,-25
"274",274,200,37,4,"Mid-American",26,"Western Michigan","WMU",30,6,"Big East",26,"Connecticut","UCONN",24,-6
"275",275,202,176,4,"Big Ten",26,"Wisconsin","WIS",37,11,"Conference USA",26,"Texas-El Paso","UT-EP",26,-11
"276",276,204,63,4,"Mountain West",26,"Wyoming","WYO",40,3,"Western Athletic",26,"Idaho","ID",37,-3
"277",277,193,161,5,"Pac-12",26,"Washington","WASH",17,4,"Pac-12",8,"Stanford","STAN",13,-4
"278",278,21,60,5,"Independent",26,"Brigham Young","BYU",47,47,"Mountain West",26,"Hawaii","HAW",0,-47
"279",279,1,36,5,"Mountain West",26,"Air Force","AF",42,21,"Mountain West",26,"Colorado State","COLS",21,-21
"280",280,3,97,5,"Southeastern",1,"Alabama","BAMA",33,19,"Southeastern",26,"Mississippi","OLE",14,-19
"281",281,9,24,5,"Pac-12",26,"Arizona State","ASU",27,10,"Pac-12",26,"California","CAL",17,-10
"282",282,18,108,5,"Mountain West",24,"Boise State","BST",32,3,"Mountain West",26,"New Mexico","NM",29,-3
"283",283,20,137,5,"Mid-American",26,"Bowling Green State","BG",48,40,"FCS",26,"Rhode Island","RI",8,-40
"284",284,31,190,5,"Big East",26,"Cincinnati","CIN",27,3,"Atlantic Coast",26,"Virginia Tech","VT",24,-3
"285",285,33,19,5,"Atlantic Coast",17,"Clemson","CLEM",45,14,"Atlantic Coast",26,"Boston College","BC",31,-14
"286",286,37,22,5,"Big East",26,"Connecticut","UCONN",24,7,"Mid-American",26,"Buffalo","BUF",17,-7
"287",287,39,192,5,"Atlantic Coast",26,"Duke","DUKE",34,7,"Atlantic Coast",26,"Wake Forest","WAKE",27,-7
"288",288,40,176,5,"Conference USA",26,"East Carolina","ECU",28,10,"Conference USA",26,"Texas-El Paso","UT-EP",18,-10
"289",289,50,152,5,"Atlantic Coast",4,"Florida State","FSU",30,13,"Big East",26,"South Florida","SFU",17,-13
"290",290,52,144,5,"Mountain West",26,"Fresno State","FRES",52,12,"Mountain West",26,"San Diego State","SDSU",40,-12
"291",291,55,166,5,"Southeastern",5,"Georgia","UGA",51,7,"Southeastern",26,"Tennessee","TEN",44,-7
"292",292,61,138,5,"Conference USA",26,"Houston","HOU",35,21,"Conference USA",26,"Rice","RICE",14,-21
"293",293,69,96,5,"Big Ten",26,"Iowa","IOWA",31,18,"Big Ten",26,"Minnesota","MINN",13,-18
"294",294,76,15,5,"Mid-American",26,"Kent State","KENT",45,2,"Mid-American",26,"Ball State","BALL",43,-2
"295",295,80,179,5,"Southeastern",3,"Louisiana State","LSU",38,16,"FCS",26,"Towson","TOW",22,-16
"296",296,81,188,5,"Western Athletic",26,"Louisiana Tech","LTU",44,6,"Atlantic Coast",26,"Virginia","UVA",38,-6
"297",297,82,49,5,"Sun Belt",26,"Louisiana-Lafayette","LA-L",48,28,"Sun Belt",26,"Florida International","FIU",20,-28
"298",298,83,181,5,"Sun Belt",26,"Louisiana-Monroe","LA-M",63,53,"Conference USA",26,"Tulane","TULA",10,-53
"299",299,84,159,5,"Big East",19,"Louisville","LOU",21,4,"Conference USA",26,"Southern Mississippi","SO MISS",17,-4
"300",300,91,114,5,"Atlantic Coast",26,"Miami FL","MIA",44,7,"Atlantic Coast",26,"North Carolina State","NCST",37,-7
"301",301,92,2,5,"Mid-American",26,"Miami OH","MIA-O",56,7,"Mid-American",26,"Akron","AKRON",49,-7
"302",302,95,58,5,"Sun Belt",26,"Middle Tennessee State","MTSU",49,21,"Atlantic Coast",26,"Georgia Tech","GT",28,-21
"303",303,99,27,5,"Southeastern",26,"Missouri","MIZZ",21,5,"Conference USA",26,"Central Florida","UCF",16,-5
"304",304,104,202,5,"Big Ten",22,"Nebraska","NEB",30,3,"Big Ten",26,"Wisconsin","WIS",27,-3
"305",305,105,174,5,"Mountain West",26,"Nevada","NEV",34,13,"Western Athletic",26,"Texas State","TEXST",21,-13
"306",306,112,63,5,"Atlantic Coast",26,"North Carolina","UNC",66,66,"Western Athletic",26,"Idaho","ID",0,-66
"307",307,117,48,5,"Sun Belt",26,"North Texas","NTEX",20,6,"Sun Belt",26,"Florida Atlantic","FAU",14,-6
"308",308,120,28,5,"Mid-American",26,"Northern Illinois","NIU",55,31,"Mid-American",26,"Central Michigan","CMU",24,-31
"309",309,122,67,5,"Big Ten",26,"Northwestern","NU",44,15,"Big Ten",26,"Indiana","IND",29,-15
"310",310,126,88,5,"Mid-American",26,"Ohio","OHIO",37,3,"Mid-American",26,"Massachusetts","UMASS",34,-3
"311",311,127,94,5,"Big Ten",14,"Ohio State","OSU",17,1,"Big Ten",20,"Michigan State","MSU",16,-1
"312",312,130,194,5,"Pac-12",2,"Oregon","ORE",51,25,"Pac-12",26,"Washington State","WSU",26,-25
"313",313,131,8,5,"Pac-12",18,"Oregon State","ORST",38,3,"Pac-12",26,"Arizona","ARI",35,-3
"314",314,132,65,5,"Big Ten",26,"Penn State","PENN",35,28,"Big Ten",26,"Illinois","IL",7,-28
"315",315,136,86,5,"Big Ten",26,"Purdue","PUR",51,10,"Conference USA",26,"Marshall","MAR ",41,-10
"316",316,145,103,5,"Western Athletic",26,"San Jose State","SJSU",12,12,"Independent",26,"Navy","NAVY",0,-12
"317",317,148,77,5,"Southeastern",6,"South Carolina","SC",38,21,"Southeastern",26,"Kentucky","UK",17,-21
"318",318,163,12,5,"FCS",26,"Stony Brook","STBRK",23,20,"Independent",26,"Army","ARMY",3,-20
"319",319,169,129,5,"Big 12",12,"Texas","TEX",41,5,"Big 12",26,"Oklahoma State","OKST",36,-5
"320",320,170,10,5,"Southeastern",26,"Texas A&M","TAMU",58,48,"Southeastern",26,"Arkansas","ARK",10,-48
"321",321,172,158,5,"Big 12",15,"Texas Christian","TCU",24,8,"Conference USA",26,"Southern Methodist","SMU",16,-8
"322",322,175,70,5,"Big 12",26,"Texas Tech","TTU",24,11,"Big 12",26,"Iowa State","ISU",13,-11
"323",323,177,109,5,"Western Athletic",26,"Texas-San Antonio","UTSA",35,21,"Western Athletic",26,"New Mexico State","NMSU",14,-21
"324",324,178,200,5,"Mid-American",26,"Toledo","TOL",37,20,"Mid-American",26,"Western Michigan","WMU",17,-20
"325",325,180,147,5,"Sun Belt",26,"Troy","TROY",31,21,"Sun Belt",26,"South Alabama","SOBAMA",10,-21
"326",326,182,5,5,"Conference USA",26,"Tulsa","TULSA",49,7,"Conference USA",26,"Alabama-Birmingham","UAB",42,-7
"327",327,183,35,5,"Pac-12",26,"UCLA","UCLA",42,28,"Pac-12",26,"Colorado","COL",14,-28
"328",328,185,106,5,"Western Athletic",26,"Utah State","UTST",35,22,"Mountain West",26,"Nevada-Las Vegas","UNLV",13,-22
"329",329,196,16,5,"Big 12",9,"West Virginia","WV",70,7,"Big 12",25,"Baylor","BAY",63,-7
"330",330,199,11,5,"Sun Belt",26,"Western Kentucky","WKU",26,13,"Sun Belt",26,"Arkansas State","ARKST",13,-13
"331",331,11,49,6,"Sun Belt",26,"Arkansas State","ARKST",34,14,"Sun Belt",26,"Florida International","FIU",20,-14
"332",332,27,40,6,"Conference USA",26,"Central Florida","UCF",40,20,"Conference USA",26,"East Carolina","ECU",20,-20
"333",333,156,184,6,"Pac-12",13,"Southern California","USC",38,10,"Pac-12",26,"Utah","UTAH",28,-10
"334",334,21,185,6,"Independent",26,"Brigham Young","BYU",6,3,"Western Athletic",26,"Utah State","UTST",3,-3
"335",335,164,133,6,"Big East",26,"Syracuse","SYR",14,1,"Big East",26,"Pittsburgh","PITT",13,-1
"336",336,5,154,6,"Conference USA",26,"Alabama-Birmingham","UAB",52,49,"FCS",26,"Southeastern Louisiana","SE LOU",3,-49
"337",337,10,13,6,"Southeastern",26,"Arkansas","ARK",24,17,"Southeastern",26,"Auburn","AUB",7,-17
"338",338,12,19,6,"Independent",26,"Army","ARMY",34,3,"Atlantic Coast",26,"Boston College","BC",31,-3
"339",339,18,159,6,"Mountain West",26,"Boise State","BST",40,26,"Conference USA",26,"Southern Mississippi","SO MISS",14,-26
"340",340,20,2,6,"Mid-American",26,"Bowling Green State","BG",24,14,"Mid-American",26,"Akron","AKRON",10,-14
"341",341,24,183,6,"Pac-12",26,"California","CAL",43,26,"Pac-12",25,"UCLA","UCLA",17,-26
"342",342,31,92,6,"Big East",26,"Cincinnati","CIN",52,38,"Mid-American",26,"Miami OH","MIA-O",14,-38
"343",343,33,58,6,"Atlantic Coast",15,"Clemson","CLEM",47,16,"Atlantic Coast",26,"Georgia Tech","GT",31,-16
"344",344,39,188,6,"Atlantic Coast",26,"Duke","DUKE",42,25,"Atlantic Coast",26,"Virginia","UVA",17,-25
"345",345,46,80,6,"Southeastern",10,"Florida","UF",14,8,"Southeastern",4,"Louisiana State","LSU",6,-8
"346",346,52,36,6,"Mountain West",26,"Fresno State","FRES",28,21,"Mountain West",26,"Colorado State","COLS",7,-21
"347",347,61,117,6,"Conference USA",26,"Houston","HOU",44,23,"Sun Belt",26,"North Texas","NTEX",21,-23
"348",348,63,109,6,"Western Athletic",26,"Idaho","ID",26,8,"Western Athletic",26,"New Mexico State","NMSU",18,-8
"349",349,70,172,6,"Big 12",26,"Iowa State","ISU",37,14,"Big 12",15,"Texas Christian","TCU",23,-14
"350",350,75,74,6,"Big 12",7,"Kansas State","KSU",56,40,"Big 12",26,"Kansas","KU",16,-40
"351",351,76,43,6,"Mid-American",26,"Kent State","KENT",41,27,"Mid-American",26,"Eastern Michigan","EMU",14,-27
"352",352,81,106,6,"Western Athletic",26,"Louisiana Tech","LTU",58,27,"Mountain West",26,"Nevada-Las Vegas","UNLV",31,-27
"353",353,82,181,6,"Sun Belt",26,"Louisiana-Lafayette","LA-L",41,28,"Conference USA",26,"Tulane","TULA",13,-28
"354",354,83,95,6,"Sun Belt",26,"Louisiana-Monroe","LA-M",31,14,"Sun Belt",26,"Middle Tennessee State","MTSU",17,-14
"355",355,87,192,6,"Atlantic Coast",26,"Maryland","MARY",19,5,"Atlantic Coast",26,"Wake Forest","WAKE",14,-5
"356",356,90,138,6,"Conference USA",26,"Memphis","MEM",14,4,"Conference USA",26,"Rice","RICE",10,-4
"357",357,93,136,6,"Big Ten",26,"Michigan","MICH",44,31,"Big Ten",26,"Purdue","PUR",13,-31
"358",358,94,67,6,"Big Ten",26,"Michigan State","MSU",31,4,"Big Ten",26,"Indiana","IND",27,-4
"359",359,98,77,6,"Southeastern",20,"Mississippi State","MISS ST",27,13,"Southeastern",26,"Kentucky","UK",14,-13
"360",360,103,1,6,"Independent",26,"Navy","NAVY",28,7,"Mountain West",26,"Air Force","AF",21,-7
"361",361,105,204,6,"Mountain West",26,"Nevada","NEV",35,7,"Mountain West",26,"Wyoming","WYO",28,-7
"362",362,108,174,6,"Mountain West",26,"New Mexico","NM",35,21,"Western Athletic",26,"Texas State","TEXST",14,-21
"363",363,112,190,6,"Atlantic Coast",26,"North Carolina","UNC",48,14,"Atlantic Coast",26,"Virginia Tech","VT",34,-14
"364",364,114,50,6,"Atlantic Coast",26,"North Carolina State","NCST",17,1,"Atlantic Coast",3,"Florida State","FSU",16,-1
"365",365,120,15,6,"Mid-American",26,"Northern Illinois","NIU",35,12,"Mid-American",26,"Ball State","BALL",23,-12
"366",366,125,91,6,"Independent",9,"Notre Dame","ND",41,38,"Atlantic Coast",26,"Miami FL","MIA",3,-38
"367",367,126,22,6,"Mid-American",26,"Ohio","OHIO",38,7,"Mid-American",26,"Buffalo","BUF",31,-7
"368",368,127,104,6,"Big Ten",12,"Ohio State","OSU",63,25,"Big Ten",21,"Nebraska","NEB",38,-25
"369",369,128,175,6,"Big 12",17,"Oklahoma","OU",41,21,"Big 12",26,"Texas Tech","TTU",20,-21
"370",370,130,193,6,"Pac-12",2,"Oregon","ORE",52,31,"Pac-12",23,"Washington","WASH",21,-31
"371",371,131,194,6,"Pac-12",14,"Oregon State","ORST",19,13,"Pac-12",26,"Washington State","WSU",6,-13
"372",372,132,122,6,"Big Ten",26,"Penn State","PENN",39,11,"Big Ten",24,"Northwestern","NU",28,-11
"373",373,140,37,6,"Big East",22,"Rutgers","RUT",19,16,"Big East",26,"Connecticut","UCONN",3,-16
"374",374,144,60,6,"Mountain West",26,"San Diego State","SDSU",52,38,"Mountain West",26,"Hawaii","HAW",14,-38
"375",375,148,55,6,"Southeastern",6,"South Carolina","SC",35,28,"Southeastern",5,"Georgia","UGA",7,-28
"376",376,158,176,6,"Conference USA",26,"Southern Methodist","SMU",17,17,"Conference USA",26,"Texas-El Paso","UT-EP",0,-17
"377",377,161,8,6,"Pac-12",18,"Stanford","STAN",54,6,"Pac-12",26,"Arizona","ARI",48,-6
"378",378,165,152,6,"Big East",26,"Temple","TEM",37,9,"Big East",26,"South Florida","SFU",28,-9
"379",379,170,97,6,"Southeastern",26,"Texas A&M","TAMU",30,3,"Southeastern",26,"Mississippi","OLE",27,-3
"380",380,178,28,6,"Mid-American",26,"Toledo","TOL",50,15,"Mid-American",26,"Central Michigan","CMU",35,-15
"381",381,182,86,6,"Conference USA",26,"Tulsa","TULSA",45,7,"Conference USA",26,"Marshall","MAR ",38,-7
"382",382,186,99,6,"Southeastern",26,"Vanderbilt","VAN",19,4,"Southeastern",26,"Missouri","MIZZ",15,-4
"383",383,196,169,6,"Big 12",8,"West Virginia","WV",48,3,"Big 12",11,"Texas","TEX",45,-3
"384",384,200,88,6,"Mid-American",26,"Western Michigan","WMU",52,38,"Mid-American",26,"Massachusetts","UMASS",14,-38
"385",385,202,65,6,"Big Ten",26,"Wisconsin","WIS",31,17,"Big Ten",26,"Illinois","IL",14,-17
"386",386,9,35,7,"Pac-12",26,"Arizona State","ASU",51,34,"Pac-12",26,"Colorado","COL",17,-34
"387",387,182,176,7,"Conference USA",26,"Tulsa","TULSA",33,22,"Conference USA",26,"Texas-El Paso","UT-EP",11,-22
"388",388,199,180,7,"Sun Belt",26,"Western Kentucky","WKU",31,5,"Sun Belt",26,"Troy","TROY",26,-5
"389",389,103,28,7,"Independent",26,"Navy","NAVY",31,18,"Mid-American",26,"Central Michigan","CMU",13,-18
"390",390,1,204,7,"Mountain West",26,"Air Force","AF",28,1,"Mountain West",26,"Wyoming","WYO",27,-1
"391",391,3,99,7,"Southeastern",1,"Alabama","BAMA",42,32,"Southeastern",26,"Missouri","MIZZ",10,-32
"392",392,10,77,7,"Southeastern",26,"Arkansas","ARK",49,42,"Southeastern",26,"Kentucky","UK",7,-42
"393",393,11,147,7,"Sun Belt",26,"Arkansas State","ARKST",36,7,"Sun Belt",26,"South Alabama","SOBAMA",29,-7
"394",394,15,200,7,"Mid-American",26,"Ball State","BALL",30,6,"Mid-American",26,"Western Michigan","WMU",24,-6
"395",395,18,52,7,"Mountain West",24,"Boise State","BST",20,10,"Mountain West",26,"Fresno State","FRES",10,-10
"396",396,20,92,7,"Mid-American",26,"Bowling Green State","BG",37,25,"Mid-American",26,"Miami OH","MIA-O",12,-25
"397",397,24,194,7,"Pac-12",26,"California","CAL",31,14,"Pac-12",26,"Washington State","WSU",17,-14
"398",398,27,159,7,"Conference USA",26,"Central Florida","UCF",38,7,"Conference USA",26,"Southern Mississippi","SO MISS",31,-7
"399",399,31,51,7,"Big East",21,"Cincinnati","CIN",49,32,"FCS",26,"Fordham","FORD",17,-32
"400",400,40,90,7,"Conference USA",26,"East Carolina","ECU",41,34,"Conference USA",26,"Memphis","MEM",7,-34
"401",401,46,186,7,"Southeastern",4,"Florida","UF",31,14,"Southeastern",26,"Vanderbilt","VAN",17,-14
"402",402,50,19,7,"Atlantic Coast",12,"Florida State","FSU",51,44,"Atlantic Coast",26,"Boston College","BC",7,-44
"403",403,61,5,7,"Conference USA",26,"Houston","HOU",39,22,"Conference USA",26,"Alabama-Birmingham","UAB",17,-22
"404",404,69,94,7,"Big Ten",26,"Iowa","IOWA",19,3,"Big Ten",26,"Michigan State","MSU",16,-3
"405",405,75,70,7,"Big 12",6,"Kansas State","KSU",27,6,"Big 12",26,"Iowa State","ISU",21,-6
"406",406,76,12,7,"Mid-American",26,"Kent State","KENT",31,14,"Independent",26,"Army","ARMY",17,-14
"407",407,80,148,7,"Southeastern",9,"Louisiana State","LSU",23,2,"Southeastern",3,"South Carolina","SC",21,-2
"408",408,83,48,7,"Sun Belt",26,"Louisiana-Monroe","LA-M",35,21,"Sun Belt",26,"Florida Atlantic","FAU",14,-21
"409",409,84,133,7,"Big East",18,"Louisville","LOU",45,10,"Big East",26,"Pittsburgh","PITT",35,-10
"410",410,87,188,7,"Atlantic Coast",26,"Maryland","MARY",27,7,"Atlantic Coast",26,"Virginia","UVA",20,-7
"411",411,93,65,7,"Big Ten",25,"Michigan","MICH",45,45,"Big Ten",26,"Illinois","IL",0,-45
"412",412,95,49,7,"Sun Belt",26,"Middle Tennessee State","MTSU",34,4,"Sun Belt",26,"Florida International","FIU",30,-4
"413",413,97,13,7,"Southeastern",26,"Mississippi","OLE",41,21,"Southeastern",26,"Auburn","AUB",20,-21
"414",414,98,166,7,"Southeastern",19,"Mississippi State","MISS ST",41,10,"Southeastern",26,"Tennessee","TEN",31,-10
"415",415,105,106,7,"Mountain West",26,"Nevada","NEV",42,5,"Mountain West",26,"Nevada-Las Vegas","UNLV",37,-5
"416",416,108,60,7,"Mountain West",26,"New Mexico","NM",35,12,"Mountain West",26,"Hawaii","HAW",23,-12
"417",417,112,91,7,"Atlantic Coast",26,"North Carolina","UNC",18,4,"Atlantic Coast",26,"Miami FL","MIA",14,-4
"418",418,120,22,7,"Mid-American",26,"Northern Illinois","NIU",45,42,"Mid-American",26,"Buffalo","BUF",3,-42
"419",419,122,96,7,"Big Ten",26,"Northwestern","NU",21,8,"Big Ten",26,"Minnesota","MINN",13,-8
"420",420,125,161,7,"Independent",7,"Notre Dame","ND",20,7,"Pac-12",17,"Stanford","STAN",13,-7
"421",421,126,2,7,"Mid-American",26,"Ohio","OHIO",34,6,"Mid-American",26,"Akron","AKRON",28,-6
"422",422,127,67,7,"Big Ten",8,"Ohio State","OSU",52,3,"Big Ten",26,"Indiana","IND",49,-3
"423",423,128,169,7,"Big 12",13,"Oklahoma","OU",63,42,"Big 12",15,"Texas","TEX",21,-42
"424",424,129,74,7,"Big 12",26,"Oklahoma State","OKST",20,6,"Big 12",26,"Kansas","KU",14,-6
"425",425,131,21,7,"Pac-12",10,"Oregon State","ORST",42,18,"Independent",26,"Brigham Young","BYU",24,-18
"426",426,138,177,7,"Conference USA",26,"Rice","RICE",34,20,"Western Athletic",26,"Texas-San Antonio","UTSA",14,-20
"427",427,140,164,7,"Big East",20,"Rutgers","RUT",23,8,"Big East",26,"Syracuse","SYR",15,-8
"428",428,144,36,7,"Mountain West",26,"San Diego State","SDSU",38,24,"Mountain West",26,"Colorado State","COLS",14,-24
"429",429,156,193,7,"Pac-12",11,"Southern California","USC",24,10,"Pac-12",26,"Washington","WASH",14,-10
"430",430,165,37,7,"Big East",26,"Temple","TEM",17,3,"Big East",26,"Connecticut","UCONN",14,-3
"431",431,170,81,7,"Southeastern",22,"Texas A&M","TAMU",59,2,"Western Athletic",23,"Louisiana Tech","LTU",57,-2
"432",432,172,16,7,"Big 12",26,"Texas Christian","TCU",49,28,"Big 12",26,"Baylor","BAY",21,-28
"433",433,174,63,7,"Western Athletic",26,"Texas State","TEXST",38,31,"Western Athletic",26,"Idaho","ID",7,-31
"434",434,175,196,7,"Big 12",26,"Texas Tech","TTU",49,35,"Big 12",5,"West Virginia","WV",14,-35
"435",435,178,43,7,"Mid-American",26,"Toledo","TOL",52,5,"Mid-American",26,"Eastern Michigan","EMU",47,-5
"436",436,181,158,7,"Conference USA",26,"Tulane","TULA",27,1,"Conference USA",26,"Southern Methodist","SMU",26,-1
"437",437,183,184,7,"Pac-12",26,"UCLA","UCLA",21,7,"Pac-12",26,"Utah","UTAH",14,-7
"438",438,185,145,7,"Western Athletic",26,"Utah State","UTST",49,22,"Western Athletic",26,"San Jose State","SJSU",27,-22
"439",439,190,39,7,"Atlantic Coast",26,"Virginia Tech","VT",41,21,"Atlantic Coast",26,"Duke","DUKE",20,-21
"440",440,202,136,7,"Big Ten",26,"Wisconsin","WIS",38,24,"Big Ten",26,"Purdue","PUR",14,-24
"441",441,117,82,8,"Sun Belt",26,"North Texas","NTEX",30,7,"Sun Belt",26,"Louisiana-Lafayette","LA-L",23,-7
"442",442,130,9,8,"Pac-12",2,"Oregon","ORE",43,22,"Pac-12",26,"Arizona State","ASU",21,-22
"443",443,158,61,8,"Conference USA",26,"Southern Methodist","SMU",72,30,"Conference USA",26,"Houston","HOU",42,-30
"444",444,164,37,8,"Big East",26,"Syracuse","SYR",40,30,"Big East",26,"Connecticut","UCONN",10,-30
"445",445,1,108,8,"Mountain West",26,"Air Force","AF",28,5,"Mountain West",26,"New Mexico","NM",23,-5
"446",446,3,166,8,"Southeastern",1,"Alabama","BAMA",44,31,"Southeastern",26,"Tennessee","TEN",13,-31
