"","game.id","week","outcome","abbrvs","conference","id","name","ptdiff","pts","rank"
"47",11,1,1,"NMSU","Western Athletic",109,"New Mexico State",30,49,26
"48",12,1,0,"VAN","Southeastern",186,"Vanderbilt",-4,13,26
"49",12,1,1,"SC","Southeastern",148,"South Carolina",4,17,9
"50",13,1,0,"RICE","Conference USA",138,"Rice",-25,24,26
"51",13,1,1,"UCLA","Pac-12",183,"UCLA",25,49,26
"52",14,1,0,"NOCOL","FCS",119,"Northern Colorado",-41,0,26
"53",14,1,1,"UTAH","Pac-12",184,"Utah",41,41,26
"54",15,1,0,"SUTAH","FCS",160,"Southern Utah",-31,3,26
"55",15,1,1,"UTST","Western Athletic",185,"Utah State",31,34,26
"56",16,1,0,"WAG","FCS",191,"Wagner",-4,3,26
"57",16,1,1,"FAU","Sun Belt",48,"Florida Atlantic",4,7,26
"58",17,1,0,"BST","Mountain West",18,"Boise State",-4,13,24
"59",17,1,1,"MSU","Big Ten",94,"Michigan State",4,17,13
"60",18,1,0,"SJSU","Western Athletic",145,"San Jose State",-3,17,26
"61",18,1,1,"STAN","Pac-12",161,"Stanford",3,20,21
"62",19,1,0,"VILL","FCS",187,"Villanova",-31,10,26
"63",19,1,1,"TEM","Big East",165,"Temple",31,41,26
"64",20,1,0,"NCST","Atlantic Coast",114,"North Carolina State",-14,21,26
"65",20,1,1,"TEN","Southeastern",166,"Tennessee",14,35,26
"66",21,1,0,"IDST","FCS",64,"Idaho State",-28,21,26
"67",21,1,1,"AF","Mountain West",1,"Air Force",28,49,26
"68",22,1,0,"MICH","Big Ten",93,"Michigan",-27,14,8
"69",22,1,1,"BAMA","Southeastern",3,"Alabama",27,41,2
"70",23,1,0,"TOL","Mid-American",178,"Toledo",-7,17,26
"71",23,1,1,"ARI","Pac-12",8,"Arizona",7,24,26
"72",24,1,0,"JVILST","FCS",72,"Jacksonville State",-25,24,26
"73",24,1,1,"ARK","Southeastern",10,"Arkansas",25,49,10
"74",25,1,0,"AUB","Southeastern",13,"Auburn",-7,19,26
"75",25,1,1,"CLEM","Atlantic Coast",33,"Clemson",7,26,14
"76",26,1,0,"COL","Pac-12",35,"Colorado",-5,17,26
"77",26,1,1,"COLS","Mountain West",36,"Colorado State",5,22,26
"78",27,1,0,"FIU","Sun Belt",49,"Florida International",-20,26,26
"79",27,1,1,"DUKE","Atlantic Coast",39,"Duke",20,46,26
"80",28,1,0,"APPST","FCS",7,"Appalachian State",-22,13,26
"81",28,1,1,"ECU","Conference USA",40,"East Carolina",22,35,26
"82",29,1,0,"BG","Mid-American",20,"Bowling Green State",-13,14,26
"83",29,1,1,"UF","Southeastern",46,"Florida",13,27,23
"84",30,1,0,"MURR","FCS",102,"Murray State",-66,3,26
"85",30,1,1,"FSU","Atlantic Coast",50,"Florida State",66,69,7
"86",31,1,0,"WEBST","FCS",195,"Weber State",-27,10,26
"87",31,1,1,"FRES","Mountain West",52,"Fresno State",27,37,26
"88",32,1,0,"BUF","Mid-American",22,"Buffalo",-22,23,26
"89",32,1,1,"UGA","Southeastern",55,"Georgia",22,45,6
"90",33,1,0,"WMU","Mid-American",200,"Western Michigan",-17,7,26
"91",33,1,1,"IL","Big Ten",65,"Illinois",17,24,26
"92",34,1,0,"INDST","FCS",68,"Indiana State",-7,17,26
"93",34,1,1,"IND","Big Ten",67,"Indiana",7,24,26
"94",35,1,0,"NIU","Mid-American",120,"Northern Illinois",-1,17,26
"95",35,1,1,"IOWA","Big Ten",69,"Iowa",1,18,26
"96",36,1,0,"TULSA","Conference USA",182,"Tulsa",-15,23,26
"97",36,1,1,"ISU","Big 12",70,"Iowa State",15,38,26
"98",37,1,0,"SDKSU","FCS",151,"South Dakota State",-14,17,26
"99",37,1,1,"KU","Big 12",74,"Kansas",14,31,26
"100",38,1,0,"MIZZST","FCS",100,"Missouri State",-42,9,26
"101",38,1,1,"KSU","Big 12",75,"Kansas State",42,51,22
"102",39,1,0,"NTEX","Sun Belt",117,"North Texas",-27,14,26
"103",39,1,1,"LSU","Southeastern",80,"Louisiana State",27,41,3
"104",40,1,0,"LAMAR","FCS",78,"Lamar",-40,0,26
"105",40,1,1,"LA-L","Sun Belt",82,"Louisiana-Lafayette",40,40,26
"106",41,1,0,"W&M","FCS",201,"William & Mary",-1,6,26
"107",41,1,1,"MARY","Atlantic Coast",87,"Maryland",1,7,26
"108",42,1,0,"BC","Atlantic Coast",19,"Boston College",-9,32,26
"109",42,1,1,"MIA","Atlantic Coast",91,"Miami FL",9,41,26
"110",43,1,0,"C-ARK","FCS",26,"Central Arkansas",-22,27,26
"111",43,1,1,"OLE","Southeastern",97,"Mississippi",22,49,26
"112",44,1,0,"JST","FCS",71,"Jackson State",-47,9,26
"113",44,1,1,"MISS ST","Southeastern",98,"Mississippi State",47,56,26
"114",45,1,0,"SE LOU","FCS",154,"Southeastern Louisiana",-52,10,26
"115",45,1,1,"MIZZ","Southeastern",99,"Missouri",52,62,26
"116",46,1,0,"SO MISS","Conference USA",159,"Southern Mississippi",-29,20,26
"117",46,1,1,"NEB","Big Ten",104,"Nebraska",29,49,17
"118",47,1,0,"CAL","Pac-12",24,"California",-7,24,26
"119",47,1,1,"NEV","Mountain West",105,"Nevada",7,31,26
"120",48,1,0,"STHRN","FCS",155,"Southern",-45,21,26
"121",48,1,1,"NM","Mountain West",108,"New Mexico",45,66,26
"122",49,1,0,"ELON","FCS",45,"Elon",-62,0,26
"123",49,1,1,"UNC","Atlantic Coast",112,"North Carolina",62,62,26
"124",50,1,0,"SYR","Big East",164,"Syracuse",-1,41,26
"125",50,1,1,"NU","Big Ten",122,"Northwestern",1,42,26
"126",51,1,0,"NAVY","Independent",103,"Navy",-40,10,26
"127",51,1,1,"ND","Independent",125,"Notre Dame",40,50,26
"128",52,1,0,"PENN","Big Ten",132,"Penn State",-10,14,26
"129",52,1,1,"OHIO","Mid-American",126,"Ohio",10,24,26
"130",53,1,0,"MIA-O","Mid-American",92,"Miami OH",-46,10,26
"131",53,1,1,"OSU","Big Ten",127,"Ohio State",46,56,18
"132",54,1,0,"UT-EP","Conference USA",176,"Texas-El Paso",-17,7,26
"133",54,1,1,"OU","Big 12",128,"Oklahoma",17,24,4
"134",55,1,0,"SAVST","FCS",146,"Savannah State",-84,0,26
"135",55,1,1,"OKST","Big 12",129,"Oklahoma State",84,84,19
"136",56,1,0,"ARKST","Sun Belt",11,"Arkansas State",-23,34,26
"137",56,1,1,"ORE","Pac-12",130,"Oregon",23,57,5
"138",57,1,0,"EKU","FCS",42,"Eastern Kentucky",-42,6,26
"139",57,1,1,"PUR","Big Ten",136,"Purdue",42,48,26
"140",58,1,0,"TULA","Conference USA",181,"Tulane",-12,12,26
"141",58,1,1,"RUT","Big East",140,"Rutgers",12,24,26
"142",59,1,0,"CHATT","FCS",30,"Chattanooga",-21,13,26
"143",59,1,1,"SFU","Big East",152,"South Florida",21,34,26
"144",60,1,0,"HAW","Mountain West",60,"Hawaii",-39,10,26
"145",60,1,1,"USC","Pac-12",156,"Southern California",39,49,1
"146",61,1,0,"MEM","Conference USA",90,"Memphis",-3,17,26
"147",61,1,1,"TNMT","FCS",168,"Tennessee-Martin",3,20,26
"148",62,1,0,"WYO","Mountain West",204,"Wyoming",-20,17,26
"149",62,1,1,"TEX","Big 12",169,"Texas",20,37,15
"150",63,1,0,"HOU","Conference USA",61,"Houston",-17,13,26
"151",63,1,1,"TEXST","Western Athletic",174,"Texas State",17,30,26
"152",64,1,0,"NWST","FCS",124,"Northwestern State",-38,6,26
"153",64,1,1,"TTU","Big 12",175,"Texas Tech",38,44,26
"154",65,1,0,"SOBAMA","Sun Belt",147,"South Alabama",-2,31,26
"155",65,1,1,"UTSA","Western Athletic",177,"Texas-San Antonio",2,33,26
"156",66,1,0,"UAB","Conference USA",5,"Alabama-Birmingham",-10,29,26
"157",66,1,1,"TROY","Sun Belt",180,"Troy",10,39,26
"158",67,1,0,"RICH","FCS",139,"Richmond",-24,19,26
"159",67,1,1,"UVA","Atlantic Coast",188,"Virginia",24,43,26
"160",68,1,0,"LIB","FCS",79,"Liberty",-3,17,26
"161",68,1,1,"WAKE","Atlantic Coast",192,"Wake Forest",3,20,26
"162",69,1,0,"SDSU","Mountain West",144,"San Diego State",-9,12,26
"163",69,1,1,"WASH","Pac-12",193,"Washington",9,21,26
"164",70,1,0,"MAR ","Conference USA",86,"Marshall",-35,34,26
"165",70,1,1,"WV","Big 12",196,"West Virginia",35,69,11
"166",71,1,0,"PEAY","FCS",14,"Austin Peay",-39,10,26
"167",71,1,1,"WKU","Sun Belt",199,"Western Kentucky",39,49,26
"168",72,1,0,"UNI","FCS",121,"Northern Iowa",-5,21,26
"169",72,1,1,"WIS","Big Ten",202,"Wisconsin",5,26,12
"170",73,1,0,"PITT","Big East",133,"Pittsburgh",-14,17,26
"171",73,1,1,"YST","FCS",205,"Youngstown State",14,31,26
"172",74,1,0,"SMU","Conference USA",158,"Southern Methodist",-35,24,26
"173",74,1,1,"BAY","Big 12",16,"Baylor",35,59,26
"174",75,1,0,"UK","Southeastern",77,"Kentucky",-18,14,26
"175",75,1,1,"LOU","Big East",84,"Louisville",18,32,23
"176",76,1,0,"GT","Atlantic Coast",58,"Georgia Tech",-3,17,26
"177",76,1,1,"VT","Atlantic Coast",190,"Virginia Tech",3,20,15
"178",77,2,0,"PITT","Big East",133,"Pittsburgh",-24,10,26
"179",77,2,1,"CIN","Big East",31,"Cincinnati",24,34,26
"180",78,2,0,"UTAH","Pac-12",184,"Utah",-7,20,26
"181",78,2,1,"UTST","Western Athletic",185,"Utah State",7,27,26
"182",79,2,0,"WKU","Sun Belt",199,"Western Kentucky",-35,0,26
"183",79,2,1,"BAMA","Southeastern",3,"Alabama",35,35,1
"184",80,2,0,"OKST","Big 12",129,"Oklahoma State",-21,38,18
"185",80,2,1,"ARI","Pac-12",8,"Arizona",21,59,26
"186",81,2,0,"IL","Big Ten",65,"Illinois",-31,14,26
"187",81,2,1,"ASU","Pac-12",9,"Arizona State",31,45,26
"188",82,2,0,"MEM","Conference USA",90,"Memphis",-5,28,26
"189",82,2,1,"ARKST","Sun Belt",11,"Arkansas State",5,33,26
"190",83,2,0,"MAINE","FCS",85,"Maine",-31,3,26
"191",83,2,1,"BC","Atlantic Coast",19,"Boston College",31,34,26
"192",84,2,0,"ID","Western Athletic",63,"Idaho",-8,13,26
"193",84,2,1,"BG","Mid-American",20,"Bowling Green State",8,21,26
"194",85,2,0,"WEBST","FCS",195,"Weber State",-32,13,26
"195",85,2,1,"BYU","Independent",21,"Brigham Young",32,45,26
"196",86,2,0,"MORG","FCS",101,"Morgan State",-22,34,26
"197",86,2,1,"BUF","Mid-American",22,"Buffalo",22,56,26
"198",87,2,0,"SUTAH","FCS",160,"Southern Utah",-19,31,26
"199",87,2,1,"CAL","Pac-12",24,"California",19,50,26
"200",88,2,0,"BALL","Mid-American",15,"Ball State",-25,27,26
"201",88,2,1,"CLEM","Atlantic Coast",33,"Clemson",25,52,12
"202",89,2,0,"TAMU","Southeastern",170,"Texas A&M",-3,17,26
"203",89,2,1,"UF","Southeastern",46,"Florida",3,20,24
"204",90,2,0,"AKRON","Mid-American",2,"Akron",-3,38,26
"205",90,2,1,"FIU","Sun Belt",49,"Florida International",3,41,26
"206",91,2,0,"SAVST","FCS",146,"Savannah State",-55,0,26
"207",91,2,1,"FSU","Atlantic Coast",50,"Florida State",55,55,6
"208",92,2,0,"MIZZ","Southeastern",99,"Missouri",-21,20,26
"209",92,2,1,"UGA","Southeastern",55,"Georgia",21,41,7
"210",93,2,0,"PRESB","FCS",135,"Presbyterian",-56,3,26
"211",93,2,1,"GT","Atlantic Coast",58,"Georgia Tech",56,59,26
"212",94,2,0,"EMU","Mid-American",43,"Eastern Michigan",-17,14,26
"213",94,2,1,"ILST","FCS",66,"Illinois State",17,31,26
"214",95,2,0,"UMASS","Mid-American",88,"Massachusetts",-39,6,26
"215",95,2,1,"IND","Big Ten",67,"Indiana",39,45,26
"216",96,2,0,"IOWA","Big Ten",69,"Iowa",-3,6,26
"217",96,2,1,"ISU","Big 12",70,"Iowa State",3,9,26
"218",97,2,0,"MIA","Atlantic Coast",91,"Miami FL",-39,13,26
"219",97,2,1,"KSU","Big 12",75,"Kansas State",39,52,21
"220",98,2,0,"KENT","Mid-American",76,"Kent State",-33,14,26
"221",98,2,1,"UK","Southeastern",77,"Kentucky",33,47,26
"222",99,2,0,"WASH","Pac-12",193,"Washington",-38,3,26
"223",99,2,1,"LSU","Southeastern",80,"Louisiana State",38,41,3
"224",100,2,0,"HOU","Conference USA",61,"Houston",-7,49,26
"225",100,2,1,"LTU","Western Athletic",81,"Louisiana Tech",7,56,26
"226",101,2,0,"TROY","Sun Belt",180,"Troy",-13,24,26
"227",101,2,1,"LA-L","Sun Belt",82,"Louisiana-Lafayette",13,37,26
"228",102,2,0,"ARK","Southeastern",10,"Arkansas",-3,31,8
"229",102,2,1,"LA-M","Sun Belt",83,"Louisiana-Monroe",3,34,26
"230",103,2,0,"MIZZST","FCS",100,"Missouri State",-28,7,26
"231",103,2,1,"LOU","Big East",84,"Louisville",28,35,23
"232",104,2,0,"WCU","FCS",197,"Western Carolina",-28,24,26
"233",104,2,1,"MAR ","Conference USA",86,"Marshall",28,52,26
"234",105,2,0,"TEM","Big East",165,"Temple",-9,27,26
"235",105,2,1,"MARY","Atlantic Coast",87,"Maryland",9,36,26
"236",106,2,0,"SILLN","FCS",157,"Southern Illinois",-16,14,26
"237",106,2,1,"MIA-O","Mid-American",92,"Miami OH",16,30,26
"238",107,2,0,"AF","Mountain West",1,"Air Force",-6,25,26
"239",107,2,1,"MICH","Big Ten",93,"Michigan",6,31,19
"240",108,2,0,"CMU","Mid-American",28,"Central Michigan",-34,7,26
"241",108,2,1,"MSU","Big Ten",94,"Michigan State",34,41,11
"242",109,2,0,"FAU","Sun Belt",48,"Florida Atlantic",-14,17,26
"243",109,2,1,"MTSU","Sun Belt",95,"Middle Tennessee State",14,31,26
"244",110,2,0,"NHAMP","FCS",107,"New Hampshire",-37,7,26
"245",110,2,1,"MINN","Big Ten",96,"Minnesota",37,44,26
"246",111,2,0,"UT-EP","Conference USA",176,"Texas-El Paso",-18,10,26
"247",111,2,1,"OLE","Southeastern",97,"Mississippi",18,28,26
"248",112,2,0,"AUB","Southeastern",13,"Auburn",-18,10,26
"249",112,2,1,"MISS ST","Southeastern",98,"Mississippi State",18,28,26
"250",113,2,0,"UCONN","Big East",37,"Connecticut",-3,7,26
"251",113,2,1,"NCST","Atlantic Coast",114,"North Carolina State",3,10,26
"252",114,2,0,"COLS","Mountain West",36,"Colorado State",-15,7,26
"253",114,2,1,"NDKST","FCS",116,"North Dakota State",15,22,26
"254",115,2,0,"TEXSTH","FCS",173,"Texas Southern",-27,7,26
"255",115,2,1,"NTEX","Sun Belt",117,"North Texas",27,34,26
"256",116,2,0,"UNLV","Mountain West",106,"Nevada-Las Vegas",-3,14,26
"257",116,2,1,"NOAZ","FCS",118,"Northern Arizona",3,17,26
"258",117,2,0,"TNMT","FCS",168,"Tennessee-Martin",-28,7,26
"259",117,2,1,"NIU","Mid-American",120,"Northern Illinois",28,35,26
"260",118,2,0,"VAN","Southeastern",186,"Vanderbilt",-10,13,26
"261",118,2,1,"NU","Big Ten",122,"Northwestern",10,23,26
"262",119,2,0,"PUR","Big Ten",136,"Purdue",-3,17,26
"263",119,2,1,"ND","Independent",125,"Notre Dame",3,20,22
"264",120,2,0,"NMSU","Western Athletic",109,"New Mexico State",-27,24,26
"265",120,2,1,"OHIO","Mid-American",126,"Ohio",27,51,26
"266",121,2,0,"UCF","Conference USA",27,"Central Florida",-15,16,26
"267",121,2,1,"OSU","Big Ten",127,"Ohio State",15,31,14
"268",122,2,0,"F A&M","FCS",47,"Florida A&M",-56,13,26
"269",122,2,1,"OU","Big 12",128,"Oklahoma",56,69,5
"270",123,2,0,"FRES","Mountain West",52,"Fresno State",-17,25,26
"271",123,2,1,"ORE","Pac-12",130,"Oregon",17,42,4
"272",124,2,0,"WIS","Big Ten",202,"Wisconsin",-3,7,13
"273",124,2,1,"ORST","Pac-12",131,"Oregon State",3,10,26
"274",125,2,0,"KU","Big 12",74,"Kansas",-1,24,26
"275",125,2,1,"RICE","Conference USA",138,"Rice",1,25,26
"276",126,2,0,"HOW","FCS",62,"Howard",-26,0,26
"277",126,2,1,"RUT","Big East",140,"Rutgers",26,26,26
"278",127,2,0,"COL","Pac-12",35,"Colorado",-2,28,26
"279",127,2,1,"SACRST","FCS",141,"Sacramento State",2,30,26
"280",128,2,0,"ARMY","Independent",12,"Army",-35,7,26
"281",128,2,1,"SDSU","Mountain West",144,"San Diego State",35,42,26
"282",129,2,0,"UC-D","FCS",25,"California-Davis",-32,13,26
"283",129,2,1,"SJSU","Western Athletic",145,"San Jose State",32,45,26
"284",130,2,0,"NICHST","FCS",110,"Nicholls State",-6,3,26
"285",130,2,1,"SOBAMA","Sun Belt",147,"South Alabama",6,9,26
"286",131,2,0,"ECU","Conference USA",40,"East Carolina",-38,10,26
"287",131,2,1,"SC","Southeastern",148,"South Carolina",38,48,9
"288",132,2,0,"NEV","Mountain West",105,"Nevada",-1,31,26
"289",132,2,1,"SFU","Big East",152,"South Florida",1,32,26
"290",133,2,0,"SYR","Big East",164,"Syracuse",-13,29,26
"291",133,2,1,"USC","Pac-12",156,"Southern California",13,42,2
"292",134,2,0,"SFAUST","FCS",162,"Stephen F. Austin",-52,0,26
"293",134,2,1,"SMU","Conference USA",158,"Southern Methodist",52,52,26
"294",135,2,0,"DUKE","Atlantic Coast",39,"Duke",-37,13,26
"295",135,2,1,"STAN","Pac-12",161,"Stanford",37,50,25
"296",136,2,0,"GEORST","FCS",57,"Georgia State",-38,13,26
"297",136,2,1,"TEN","Southeastern",166,"Tennessee",38,51,26
"298",137,2,0,"NM","Mountain West",108,"New Mexico",-45,0,26
"299",137,2,1,"TEX","Big 12",169,"Texas",45,45,17
"300",138,2,0,"GRAMB","FCS",59,"Grambling State",-56,0,26
"301",138,2,1,"TCU","Big 12",172,"Texas Christian",56,56,20
"302",139,2,0,"TEXST","Western Athletic",174,"Texas State",-48,10,26
"303",139,2,1,"TTU","Big 12",175,"Texas Tech",48,58,26
"304",140,2,0,"T A&M-C","Division II",171,"Texas A&M-Commerce",-11,16,26
"305",140,2,1,"UTSA","Western Athletic",177,"Texas-San Antonio",11,27,26
"306",141,2,0,"WYO","Mountain West",204,"Wyoming",-3,31,26
"307",141,2,1,"TOL","Mid-American",178,"Toledo",3,34,26
"308",142,2,0,"TULA","Conference USA",181,"Tulane",-35,10,26
"309",142,2,1,"TULSA","Conference USA",182,"Tulsa",35,45,26
"310",143,2,0,"NEB","Big Ten",104,"Nebraska",-6,30,16
"311",143,2,1,"UCLA","Pac-12",183,"UCLA",6,36,26
"312",144,2,0,"PENN","Big Ten",132,"Penn State",-1,16,26
"313",144,2,1,"UVA","Atlantic Coast",188,"Virginia",1,17,26
"314",145,2,0,"PEAY","FCS",14,"Austin Peay",-35,7,26
"315",145,2,1,"VT","Atlantic Coast",190,"Virginia Tech",35,42,15
"316",146,2,0,"UNC","Atlantic Coast",112,"North Carolina",-1,27,26
"317",146,2,1,"WAKE","Atlantic Coast",192,"Wake Forest",1,28,26
"318",147,2,0,"EWU","FCS",44,"Eastern Washington",-4,20,26
"319",147,2,1,"WSU","Pac-12",194,"Washington State",4,24,26
"320",148,2,0,"EILLN","FCS",41,"Eastern Illinois",-31,21,26
"321",148,2,1,"WMU","Mid-American",200,"Western Michigan",31,52,26
"322",149,3,0,"SFU","Big East",152,"South Florida",-10,13,26
"323",149,3,1,"RUT","Big East",140,"Rutgers",10,23,26
"324",150,3,0,"UNLV","Mountain West",106,"Nevada-Las Vegas",-8,27,26
"325",150,3,1,"WSU","Pac-12",194,"Washington State",8,35,26
"326",151,3,0,"MORG","FCS",101,"Morgan State",-60,6,26
"327",151,3,1,"AKRON","Mid-American",2,"Akron",60,66,26
"328",152,3,0,"ARK","Southeastern",10,"Arkansas",-52,0,26
"329",152,3,1,"BAMA","Southeastern",3,"Alabama",52,52,1
"330",153,3,0,"SCST","FCS",149,"South Carolina State",-56,0,26
"331",153,3,1,"ARI","Pac-12",8,"Arizona",56,56,24
"332",154,3,0,"LA-M","Sun Belt",83,"Louisiana-Monroe",-3,28,26
"333",154,3,1,"AUB","Southeastern",13,"Auburn",3,31,26
"334",155,3,0,"IND","Big Ten",67,"Indiana",-2,39,26
"335",155,3,1,"BALL","Mid-American",15,"Ball State",2,41,26
"336",156,3,0,"SAMH","FCS",142,"Sam Houston State",-25,23,26
"337",156,3,1,"BAY","Big 12",16,"Baylor",25,48,26
"338",157,3,0,"MIA-O","Mid-American",92,"Miami OH",-27,12,26
"339",157,3,1,"BST","Mountain West",18,"Boise State",27,39,26
"340",158,3,0,"WYO","Mountain West",204,"Wyoming",-2,22,26
"341",158,3,1,"CAL-P","FCS",23,"Cal Poly",2,24,26
"342",159,3,0,"FIU","Sun Belt",49,"Florida International",-13,20,26
"343",159,3,1,"UCF","Conference USA",27,"Central Florida",13,33,26
"344",160,3,0,"DELST","FCS",38,"Delaware State",-16,7,26
"345",160,3,1,"CIN","Big East",31,"Cincinnati",16,23,26
"346",161,3,0,"FUR","FCS",53,"Furman",-34,7,26
"347",161,3,1,"CLEM","Atlantic Coast",33,"Clemson",34,41,11
"348",162,3,0,"MARY","Atlantic Coast",87,"Maryland",-3,21,26
"349",162,3,1,"UCONN","Big East",37,"Connecticut",3,24,26
"350",163,3,0,"NCC","FCS",113,"North Carolina Central",-37,17,26
"351",163,3,1,"DUKE","Atlantic Coast",39,"Duke",37,54,26
"352",164,3,0,"SO MISS","Conference USA",159,"Southern Mississippi",-10,14,26
"353",164,3,1,"ECU","Conference USA",40,"East Carolina",10,24,26
"354",165,3,0,"TEN","Southeastern",166,"Tennessee",-17,20,23
"355",165,3,1,"UF","Southeastern",46,"Florida",17,37,18
"356",166,3,0,"WAKE","Atlantic Coast",192,"Wake Forest",-52,0,26
"357",166,3,1,"FSU","Atlantic Coast",50,"Florida State",52,52,5
"358",167,3,0,"COL","Pac-12",35,"Colorado",-55,14,26
"359",167,3,1,"FRES","Mountain West",52,"Fresno State",55,69,26
"360",168,3,0,"FAU","Sun Belt",48,"Florida Atlantic",-36,20,26
"361",168,3,1,"UGA","Southeastern",55,"Georgia",36,56,7
"362",169,3,0,"UVA","Atlantic Coast",188,"Virginia",-36,20,26
"363",169,3,1,"GT","Atlantic Coast",58,"Georgia Tech",36,56,26
"364",170,3,0,"LAMAR","FCS",78,"Lamar",-52,2,26
"365",170,3,1,"HAW","Mountain West",60,"Hawaii",52,54,26
"366",171,3,0,"CHSOU","FCS",29,"Charleston Southern",-44,0,26
"367",171,3,1,"IL","Big Ten",65,"Illinois",44,44,26
"368",172,3,0,"UNI","FCS",121,"Northern Iowa",-11,16,26
"369",172,3,1,"IOWA","Big Ten",69,"Iowa",11,27,26
"370",173,3,0,"W ILLN","FCS",198,"Western Illinois",-34,3,26
"371",173,3,1,"ISU","Big 12",70,"Iowa State",34,37,26
"372",174,3,0,"NTEX","Sun Belt",117,"North Texas",-14,21,26
"373",174,3,1,"KSU","Big 12",75,"Kansas State",14,35,15
"374",175,3,0,"ID","Western Athletic",63,"Idaho",-49,14,26
"375",175,3,1,"LSU","Southeastern",80,"Louisiana State",49,63,3
"376",176,3,0,"RICE","Conference USA",138,"Rice",-19,37,26
"377",176,3,1,"LTU","Western Athletic",81,"Louisiana Tech",19,56,26
"378",177,3,0,"UNC","Atlantic Coast",112,"North Carolina",-5,34,26
"379",177,3,1,"LOU","Big East",84,"Louisville",5,39,19
"380",178,3,0,"BETHCK","FCS",17,"Bethune-Cookman",-28,10,26
"381",178,3,1,"MIA","Atlantic Coast",91,"Miami FL",28,38,26
"382",179,3,0,"UMASS","Mid-American",88,"Massachusetts",-50,13,26
"383",179,3,1,"MICH","Big Ten",93,"Michigan",50,63,17
"384",180,3,0,"MEM","Conference USA",90,"Memphis",-18,30,26
"385",180,3,1,"MTSU","Sun Belt",95,"Middle Tennessee State",18,48,26
"386",181,3,0,"WMU","Mid-American",200,"Western Michigan",-5,23,26
"387",181,3,1,"MINN","Big Ten",96,"Minnesota",5,28,26
"388",182,3,0,"TROY","Sun Belt",180,"Troy",-6,24,26
"389",182,3,1,"MISS ST","Southeastern",98,"Mississippi State",6,30,26
